STAGE 1 -- all inequivalent 3 x weight-8 classes

raw solutions 10341, inequivalent classes 1057

idx    |U_3|     minwt   raw        column-type counts
341    11350     8       3          0 0 0 4 1 1 1 1 0 0 2 0 0 4 0 
342    11350     8       6          0 0 0 4 1 1 1 1 0 0 0 0 0 2 4 
343    11350     8       6          1 0 0 0 0 1 1 3 1 0 2 3 0 1 1 
344    11350     8       6          1 0 0 0 0 1 1 3 1 0 4 1 0 1 1 
345    11350     8       3          1 0 0 0 0 1 1 3 3 0 0 3 0 1 1 
346    11350     8       3          1 0 0 0 0 1 1 3 5 0 0 1 0 1 1 
347    11350     8       6          0 0 0 2 1 1 1 3 0 0 4 0 0 2 0 
348    11350     8       6          0 0 0 3 1 1 1 2 1 0 0 1 0 1 3 
349    11350     8       3          1 0 0 0 0 1 2 2 1 0 1 2 1 2 1 
350    11350     8       6          1 0 0 0 0 1 2 2 1 0 1 2 3 0 1 
351    11350     8       3          1 0 0 0 0 1 2 2 1 0 3 0 3 0 1 
352    11350     8       3          0 0 1 1 1 1 2 2 0 0 0 2 0 2 2 
353    11350     8       6          1 0 0 1 0 1 1 2 0 0 2 2 0 2 2 
354    11350     8       3          1 0 0 1 0 1 1 2 0 0 2 2 2 2 0 
355    11356     8       9          0 0 0 0 0 1 1 5 0 1 1 4 1 0 0 
356    11356     8       18         0 0 0 0 0 1 1 5 0 1 5 0 1 0 0 
357    11356     8       9          0 0 0 0 1 1 1 4 0 0 0 4 1 1 1 
358    11356     8       18         0 0 0 0 0 1 2 4 0 1 0 3 2 1 0 
359    11356     8       9          0 0 0 0 0 2 2 3 0 0 0 2 3 1 1 
360    11358     6       18         0 0 1 1 2 2 3 3 0 0 0 0 0 2 0 
361    11358     6       18         0 0 0 2 2 2 2 4 0 0 2 0 0 0 0 
362    11358     6       18         1 0 0 1 1 2 3 2 0 0 1 1 1 1 0 
363    11358     6       18         1 0 0 1 1 2 2 3 0 0 2 0 0 2 0 
364    11358     6       12         1 0 0 0 1 2 3 3 1 0 1 0 1 0 1 
365    11358     6       24         0 0 1 1 1 3 2 4 0 2 0 0 0 0 0 
366    11358     6       18         2 0 0 0 0 0 2 4 0 4 0 2 0 0 0 
367    11358     6       6          2 0 0 0 0 0 3 3 0 2 1 1 1 1 0 
368    11358     6       24         1 0 0 1 1 2 2 3 0 0 2 0 0 0 2 
369    11358     6       12         1 0 0 1 0 3 3 2 0 2 2 0 0 0 0 
370    11358     6       18         1 0 0 1 1 2 2 3 0 0 2 2 0 0 0 
371    11358     6       6          0 0 1 1 2 2 3 3 0 0 0 0 0 0 2 
372    11358     6       18         0 0 0 2 1 3 3 3 0 0 2 0 0 0 0 
373    11358     6       18         2 0 0 0 1 1 2 2 0 0 1 1 1 3 0 
374    11358     6       6          0 0 0 0 2 2 4 4 2 0 0 0 0 0 0 
375    11358     6       18         2 0 0 0 1 1 1 3 0 0 2 4 0 0 0 
376    11358     6       24         2 0 0 0 0 1 2 3 0 1 2 1 1 0 1 
377    11358     6       18         2 0 0 0 1 1 1 3 0 0 2 2 0 2 0 
378    11358     6       12         2 0 0 0 1 1 1 3 0 0 2 2 0 0 2 
379    11358     6       18         2 0 0 0 0 1 2 3 0 3 0 1 1 0 1 
380    11358     6       6          2 0 0 0 1 1 2 2 0 0 1 1 1 1 2 
381    11358     6       12         1 0 0 1 1 1 3 3 0 1 1 0 0 1 1 
382    11358     6       12         2 0 0 0 0 2 2 2 0 0 2 0 2 0 2 
383    11358     6       6          1 0 0 1 1 3 3 1 0 1 1 0 0 1 1 
384    11358     6       18         1 0 0 1 1 2 4 1 0 0 0 0 2 2 0 
385    11358     6       12         1 0 0 1 1 2 4 1 0 2 0 0 0 2 0 
386    11358     6       12         2 0 0 0 0 0 2 4 0 2 2 2 0 0 0 
387    11358     6       24         1 0 0 1 0 1 3 4 0 2 2 0 0 0 0 
388    11358     6       18         1 0 0 1 0 3 3 2 0 0 2 0 2 0 0 
389    11358     6       18         1 0 0 1 0 1 3 4 0 4 0 0 0 0 0 
390    11358     6       18         1 0 0 1 1 2 2 3 0 0 2 0 2 0 0 
391    11358     6       18         1 0 0 1 1 2 2 3 0 0 4 0 0 0 0 
392    11358     6       18         2 0 0 0 0 2 2 2 0 0 2 0 2 2 0 
393    11358     6       6          0 0 1 1 1 1 4 4 0 2 0 0 0 0 0 
394    11358     6       18         2 0 0 0 0 2 2 2 0 0 2 0 4 0 0 
395    11358     6       18         0 0 1 1 1 3 2 4 0 0 2 0 0 0 0 
396    11358     6       12         1 0 0 0 1 1 3 4 1 1 1 1 0 0 0 
397    11366     6       24         4 0 0 0 1 1 1 1 2 0 0 0 0 2 2 
398    11366     6       6          4 0 0 0 1 1 1 1 2 0 0 2 2 0 0 
399    11366     6       12         4 0 0 0 1 1 1 1 4 0 0 0 0 0 2 
400    11366     6       24         4 0 0 1 0 1 1 1 1 1 1 1 0 0 2 
401    11366     6       24         4 0 0 1 0 1 1 1 1 1 3 1 0 0 0 
402    11366     6       12         4 0 0 1 0 1 2 0 1 1 0 0 1 1 2 
403    11366     6       24         4 0 0 1 0 1 2 0 1 1 0 0 1 3 0 
404    11366     6       12         2 1 1 2 1 2 2 1 0 0 0 0 0 0 2 
405    11366     6       24         2 0 1 1 1 3 2 2 2 0 0 0 0 0 0 
406    11366     6       6          5 0 0 0 0 0 0 1 1 1 1 1 0 2 2 
407    11366     6       24         5 0 0 0 0 0 0 1 1 1 1 3 0 0 2 
408    11366     6       24         3 0 0 1 0 1 3 2 2 2 0 0 0 0 0 
409    11366     6       6          2 0 0 2 2 2 2 2 2 0 0 0 0 0 0 
410    11366     6       6          1 1 1 3 2 2 2 2 0 0 0 0 0 0 0 
411    11366     6       12         5 0 0 0 0 0 0 1 1 1 3 3 0 0 0 
412    11366     6       48         3 0 0 1 1 2 2 1 2 0 0 0 0 0 2 
413    11366     6       12         3 0 0 1 1 2 2 1 4 0 0 0 0 0 0 
414    11366     6       24         3 0 0 2 1 1 1 2 1 1 1 1 0 0 0 
415    11366     6       6          3 0 0 3 1 1 1 1 0 1 1 0 0 1 1 
416    11366     6       12         3 0 1 1 1 1 1 2 1 1 0 0 1 1 0 
417    11366     6       6          3 1 1 1 1 1 1 1 0 0 0 0 0 2 2 
418    11366     6       12         3 0 0 1 1 2 2 1 2 0 0 0 2 0 0 
419    11366     6       24         4 0 0 0 0 0 2 2 2 2 0 0 0 2 0 
420    11366     6       12         4 0 0 0 0 0 2 2 2 4 0 0 0 0 0 
421    11366     6       24         4 0 0 0 0 1 1 2 2 1 1 0 0 1 1 
422    11372     8       9          3 0 0 0 0 0 1 1 1 1 0 2 2 2 1 
423    11372     8       9          3 0 0 0 0 0 1 1 3 3 0 0 0 2 1 
424    11372     8       12         3 0 0 0 0 0 1 1 1 3 0 2 2 0 1 
425    11372     8       9          3 0 0 0 0 0 1 1 1 3 0 2 0 2 1 
426    11372     8       9          3 0 0 0 0 0 1 1 1 3 0 0 2 2 1 
427    11372     8       6          2 0 0 1 1 1 1 1 1 0 2 1 1 2 0 
428    11372     8       3          3 0 0 0 0 0 0 2 1 1 1 3 1 1 1 
429    11372     8       9          2 0 0 1 1 1 1 1 3 0 0 1 1 0 2 
430    11372     8       9          2 0 0 1 1 1 1 1 1 0 0 1 1 2 2 
431    11372     8       18         1 0 0 1 1 1 2 3 2 1 0 1 0 1 0 
432    11372     8       12         1 0 0 2 1 1 2 2 1 3 0 0 0 0 1 
433    11372     8       3          0 1 1 2 1 2 2 2 0 0 0 0 1 1 1 
434    11372     8       3          2 0 0 1 0 1 1 2 1 1 1 1 1 1 1 
435    11372     8       9          1 0 0 0 1 2 2 3 3 0 0 1 1 0 0 
436    11372     8       6          0 0 1 2 2 2 2 2 1 0 1 0 0 1 0 
437    11372     8       9          2 0 0 1 0 1 2 1 1 1 0 0 2 2 1 
438    11372     8       9          2 0 0 0 0 1 1 3 2 1 1 2 1 0 0 
439    11372     8       9          1 0 1 1 1 1 1 3 1 1 0 2 0 0 1 
440    11372     8       9          1 0 0 1 0 2 2 3 2 1 1 0 1 0 0 
441    11372     8       9          2 0 0 0 1 1 1 2 2 0 0 2 1 1 1 
442    11372     8       18         2 0 0 1 0 1 2 1 1 1 2 0 0 2 1 
443    11372     8       9          1 0 1 1 1 1 1 3 1 3 0 0 0 0 1 
444    11372     8       12         1 0 1 1 1 2 1 2 1 0 2 1 1 0 0 
445    11372     8       18         2 0 0 1 0 1 2 1 1 3 0 0 0 2 1 
446    11372     8       24         2 0 0 1 0 1 2 1 1 3 0 0 2 0 1 
447    11372     8       18         2 0 0 1 0 1 2 1 1 3 2 0 0 0 1 
448    11372     8       3          2 0 0 0 1 1 1 2 4 0 0 0 1 1 1 
449    11372     8       9          2 0 0 1 0 1 2 1 3 3 0 0 0 0 1 
450    11372     8       9          0 1 1 1 1 2 2 3 1 0 0 1 1 0 0 
451    11372     8       9          1 0 1 1 1 2 1 2 3 0 0 1 1 0 0 
452    11372     8       18         1 0 1 1 1 2 1 2 1 0 0 1 1 0 2 
453    11372     8       3          1 1 1 1 1 1 1 2 0 0 0 2 1 1 1 
454    11372     8       9          2 0 0 0 0 1 1 3 4 1 1 0 1 0 0 
455    11372     8       9          1 0 0 1 1 2 2 2 2 0 0 0 1 1 1 
456    11372     8       9          1 0 0 2 1 1 2 2 3 1 0 0 0 0 1 
457    11372     8       18         1 0 0 2 1 1 2 2 1 1 0 0 0 2 1 
458    11372     8       18         2 0 0 0 0 1 1 3 2 1 3 0 1 0 0 
459    11372     8       9          0 0 1 2 1 2 2 3 1 1 0 0 0 0 1 
460    11372     8       18         2 0 0 0 0 1 2 2 2 1 0 1 2 1 0 
461    11372     8       9          2 0 0 0 0 1 2 2 2 3 0 1 0 1 0 
462    11372     8       12         2 0 0 0 0 1 2 2 4 1 0 1 0 1 0 
463    11376     8       3          0 0 0 0 0 1 2 2 0 1 0 3 0 3 2 
464    11378     6       3          0 0 1 1 1 1 2 4 0 0 0 2 0 0 2 
465    11378     6       6          0 0 0 2 0 2 4 2 0 0 2 0 0 2 0 
466    11378     6       3          1 0 0 1 0 1 2 3 0 0 1 1 1 1 2 
467    11378     6       6          0 0 0 2 0 2 2 4 0 0 2 0 0 2 0 
468    11378     6       6          1 0 0 1 0 1 2 3 0 0 1 1 1 3 0 
469    11378     6       6          2 0 0 0 0 0 2 2 0 0 0 2 2 4 0 
470    11378     6       3          0 0 0 2 0 2 2 4 0 0 2 0 0 0 2 
471    11378     6       3          0 0 0 2 1 1 1 5 4 0 0 0 0 0 0 
472    11378     6       6          0 0 0 1 1 1 3 4 1 0 0 1 0 1 1 
473    11378     6       3          1 0 0 1 0 1 3 2 0 0 0 0 2 2 2 
474    11378     6       6          1 0 0 1 0 1 3 2 0 0 0 0 2 4 0 
475    11378     6       6          1 0 0 1 0 1 3 2 0 0 2 0 0 2 2 
476    11378     6       6          1 0 0 1 0 1 3 2 0 0 2 2 0 2 0 
477    11378     6       6          1 0 0 1 0 1 3 2 0 0 4 0 0 2 0 
478    11378     6       6          1 0 0 0 0 1 3 3 1 0 0 1 2 1 1 
479    11378     6       3          0 0 0 1 0 1 4 4 1 1 0 0 1 1 0 
480    11378     6       3          0 0 0 1 0 1 3 5 1 1 1 1 0 0 0 
481    11378     6       6          1 0 0 0 0 1 2 4 1 0 3 0 1 0 1 
482    11378     6       6          0 0 1 1 1 1 2 4 0 0 0 2 0 2 0 
483    11378     6       6          0 0 0 2 1 1 1 5 0 0 4 0 0 0 0 
484    11378     6       6          2 0 0 0 0 0 1 3 0 0 1 3 1 3 0 
485    11378     6       3          2 0 0 0 0 0 1 3 0 0 1 3 1 1 2 
486    11378     6       6          0 0 0 2 1 1 1 5 0 0 2 2 0 0 0 
487    11378     6       3          2 0 0 0 0 0 2 2 0 0 0 2 2 2 2 
488    11378     6       3          0 0 0 2 1 1 1 5 2 0 0 2 0 0 0 
489    11378     6       6          1 0 0 1 0 1 5 0 0 0 0 0 2 4 0 
490    11378     6       3          1 0 0 1 0 1 5 0 0 2 0 0 0 4 0 
491    11378     6       6          0 0 0 0 0 2 4 4 2 0 0 0 2 0 0 
492    11378     6       6          0 0 0 0 1 1 3 5 2 0 0 2 0 0 0 
493    11378     6       3          1 0 0 0 0 0 3 4 1 1 0 2 1 1 0 
494    11378     6       3          1 0 0 0 0 0 2 5 1 1 1 3 0 0 0 
495    11378     8       12         0 0 0 0 2 2 3 3 0 0 1 1 1 1 0 
496    11378     6       6          2 0 0 0 0 0 0 4 0 0 2 4 0 2 0 
497    11378     8       24         0 0 0 0 2 2 2 4 0 0 2 2 0 0 0 
498    11378     6       6          0 0 0 1 0 2 3 4 1 0 1 0 1 0 1 
499    11378     6       3          2 0 0 0 0 0 0 4 0 0 2 4 0 0 2 
500    11378     6       6          0 0 0 2 1 1 3 3 0 0 0 0 2 2 0 
501    11378     6       3          1 0 0 1 0 1 1 4 0 0 2 2 0 0 2 
502    11378     6       6          1 0 0 1 0 1 1 4 0 0 2 2 0 2 0 
503    11378     8       24         0 0 0 0 1 3 3 3 0 0 2 0 2 0 0 
504    11378     6       3          1 0 0 1 0 1 1 4 0 0 4 0 0 0 2 
505    11378     6       3          1 0 0 1 0 2 4 0 0 1 1 0 0 3 1 
506    11378     6       6          1 0 0 1 0 1 1 4 0 0 4 0 0 2 0 
507    11378     6       3          0 0 0 3 1 1 1 4 1 0 0 1 0 1 1 
508    11378     6       6          0 0 0 2 1 1 3 3 0 0 0 0 0 4 0 
509    11378     6       3          1 0 0 1 0 3 3 0 0 0 2 0 0 2 2 
510    11378     6       3          0 0 0 4 1 1 1 3 0 0 0 0 0 2 2 
511    11378     6       6          0 0 0 4 1 1 1 3 2 0 0 0 0 0 2 
512    11378     6       6          0 0 0 2 1 1 3 3 0 0 0 0 0 2 2 
513    11378     6       6          1 0 0 0 0 1 2 4 1 0 1 2 1 0 1 
514    11378     6       6          0 0 0 2 1 1 2 4 0 0 1 1 1 1 0 
515    11378     6       6          1 0 0 1 0 1 4 1 0 0 1 1 1 3 0 
516    11386     6       3          2 0 0 0 2 2 2 2 0 0 0 2 2 0 0 
517    11386     6       18         2 0 0 0 1 1 3 3 0 2 0 0 0 2 0 
518    11386     6       9          2 0 0 0 1 2 2 3 0 1 1 0 0 1 1 
519    11386     6       9          0 0 1 1 2 4 3 3 0 0 0 0 0 0 0 
520    11386     6       9          2 0 0 0 0 2 2 4 0 2 2 0 0 0 0 
521    11386     6       6          2 0 0 0 1 1 3 3 0 4 0 0 0 0 0 
522    11386     6       18         1 0 0 1 1 2 4 3 0 2 0 0 0 0 0 
523    11386     6       9          2 0 0 0 2 2 2 2 0 0 0 0 0 2 2 
524    11386     6       3          0 0 0 2 3 3 3 3 0 0 0 0 0 0 0 
525    11386     6       6          1 0 0 1 2 3 3 2 0 0 0 0 2 0 0 
526    11386     6       18         1 0 0 1 2 3 3 2 0 0 0 0 0 0 2 
527    11392     8       6          1 0 0 1 1 1 1 2 0 1 3 2 1 0 0 
528    11392     8       6          0 0 1 1 1 2 1 3 0 3 1 0 1 0 0 
529    11392     8       6          2 0 0 0 0 0 1 2 0 2 1 3 0 2 1 
530    11392     8       6          2 0 0 0 0 0 1 2 0 2 1 3 2 0 1 
531    11392     8       6          2 0 0 0 0 0 1 2 0 4 1 1 0 2 1 
532    11392     8       6          2 0 0 0 0 0 1 2 0 4 1 3 0 0 1 
533    11392     8       1          2 0 0 0 0 1 1 1 0 1 1 2 1 2 2 
534    11392     8       6          2 0 0 0 0 1 1 1 0 1 1 2 3 0 2 
535    11392     8       3          2 0 0 0 0 1 1 1 0 1 3 0 3 0 2 
536    11392     8       6          2 0 0 0 0 1 1 1 0 1 3 0 3 2 0 
537    11392     8       1          0 0 0 0 0 3 3 3 2 1 1 0 1 0 0 
538    11392     8       3          0 0 0 0 1 2 3 3 2 1 0 1 0 1 0 
539    11392     8       6          0 0 0 1 0 2 3 3 1 2 1 0 0 1 0 
540    11392     8       6          0 0 0 1 0 2 3 3 3 0 1 0 0 1 0 
541    11392     8       3          0 0 0 1 1 1 3 3 1 2 0 1 1 0 0 
542    11392     8       3          0 0 0 1 1 1 3 3 3 0 0 1 1 0 0 
543    11392     8       6          0 0 0 1 1 2 3 2 1 1 0 0 0 2 1 
544    11392     8       6          0 0 0 1 1 2 3 2 1 1 0 0 2 0 1 
545    11392     8       6          0 0 0 1 1 2 3 2 1 3 0 0 0 0 1 
546    11392     8       3          0 0 0 1 2 2 2 2 1 0 0 1 1 0 2 
547    11392     8       6          0 0 0 2 1 1 2 3 0 2 1 1 0 0 1 
548    11392     8       6          0 0 0 2 1 1 2 3 2 0 1 1 0 0 1 
549    11392     8       6          0 0 0 2 1 2 2 2 0 1 1 0 1 0 2 
550    11392     8       6          0 0 0 2 1 2 2 2 0 1 3 0 1 0 0 
551    11392     8       3          0 0 0 3 1 1 2 2 1 0 1 0 0 1 2 
552    11392     8       6          0 0 0 3 1 1 2 2 1 0 1 0 0 3 0 
553    11392     8       6          0 0 1 1 1 2 1 3 0 1 1 2 1 0 0 
554    11392     8       6          0 0 1 1 1 2 1 3 0 1 3 0 1 0 0 
555    11392     8       3          0 0 1 1 1 2 2 2 0 1 0 1 0 1 2 
556    11392     8       6          0 0 1 1 1 2 2 2 0 1 0 1 2 1 0 
557    11392     8       6          1 0 0 0 0 1 2 3 1 2 1 2 0 1 0 
558    11392     8       6          1 0 0 0 0 1 2 3 1 2 3 0 0 1 0 
559    11392     8       6          1 0 0 0 0 1 2 3 1 4 1 0 0 1 0 
560    11392     8       6          1 0 0 0 0 1 2 3 3 0 1 2 0 1 0 
561    11392     8       6          1 0 0 0 0 1 2 3 3 0 3 0 0 1 0 
562    11392     8       6          1 0 0 0 0 1 2 3 5 0 1 0 0 1 0 
563    11392     8       1          1 0 0 0 0 2 2 2 1 1 1 1 1 1 1 
564    11392     8       3          1 0 0 0 1 1 2 2 1 1 0 2 0 2 1 
565    11392     8       3          1 0 0 0 1 1 2 2 1 1 0 2 2 0 1 
566    11392     8       6          1 0 0 0 1 1 2 2 1 3 0 0 0 2 1 
567    11392     8       6          1 0 0 1 0 1 2 2 0 2 1 1 0 2 1 
568    11392     8       6          1 0 0 1 0 1 2 2 0 2 1 1 2 0 1 
569    11392     8       6          1 0 0 1 0 1 2 2 0 4 1 1 0 0 1 
570    11392     8       6          1 0 0 1 0 1 3 1 0 2 0 0 1 3 1 
571    11392     8       6          1 0 0 1 0 1 3 1 0 2 0 0 3 1 1 
572    11392     8       6          1 0 0 1 0 1 3 1 0 4 0 0 1 1 1 
573    11392     8       3          1 0 0 1 0 2 2 1 0 1 1 0 1 2 2 
574    11392     8       6          1 0 0 1 0 2 2 1 0 1 1 0 3 0 2 
575    11392     8       6          1 0 0 1 0 2 2 1 0 1 3 0 1 2 0 
576    11392     8       6          1 0 0 1 0 2 2 1 0 1 3 0 3 0 0 
577    11392     8       3          1 0 0 1 0 2 2 1 0 3 3 0 1 0 0 
578    11392     8       6          1 0 0 1 1 1 1 2 0 1 1 2 1 0 2 
579    11392     8       6          1 0 0 1 1 1 1 2 0 1 3 0 1 0 2 
580    11392     8       6          1 0 0 1 1 1 1 2 0 1 3 0 1 2 0 
581    11398     8       18         0 0 0 0 0 2 2 4 0 0 2 2 2 0 0 
582    11398     8       18         0 0 0 0 1 1 1 5 0 0 2 4 0 0 0 
583    11398     8       18         0 0 0 0 0 2 3 3 0 0 1 1 3 1 0 
584    11398     8       18         0 0 0 0 0 2 2 4 0 0 4 0 2 0 0 
585    11398     8       18         0 0 0 0 1 1 2 4 0 0 1 3 1 1 0 
586    11398     8       18         0 0 0 0 0 2 2 4 0 0 4 2 0 0 0 
587    11398     8       18         0 0 0 0 1 1 3 3 0 0 0 2 2 2 0 
588    11400     6       9          4 0 0 0 0 0 0 1 0 0 2 2 1 3 1 
589    11400     6       18         1 0 0 2 1 2 3 2 1 0 1 0 0 1 0 
590    11400     6       9          4 0 0 0 0 0 0 1 0 0 2 4 1 1 1 
591    11400     6       12         1 0 1 1 1 3 1 3 1 1 0 0 0 0 1 
592    11400     6       9          3 0 0 1 0 1 1 1 0 0 4 0 1 1 1 
593    11400     6       12         2 0 0 1 1 1 2 2 1 0 1 0 0 1 2 
594    11400     6       18         2 0 0 1 1 1 2 2 1 0 1 0 0 3 0 
595    11400     6       12         2 0 0 2 1 1 1 2 2 0 0 0 1 1 1 
596    11400     6       6          3 0 0 1 0 1 2 0 0 2 1 1 0 2 1 
597    11400     6       9          1 0 1 2 1 2 2 2 0 0 1 1 0 0 1 
598    11400     6       6          2 0 1 1 1 1 1 2 0 0 1 1 0 0 3 
599    11400     6       18         3 0 0 0 0 1 1 2 1 0 2 3 1 0 0 
600    11400     6       18         2 0 0 1 0 1 2 3 1 3 0 0 0 0 1 
601    11400     6       12         2 0 0 1 0 1 2 3 1 1 2 0 0 0 1 
602    11400     6       9          1 0 1 2 1 2 3 1 0 0 0 0 1 1 1 
603    11400     6       9          3 0 0 1 0 1 2 0 0 0 1 1 2 2 1 
604    11400     6       18         2 0 0 2 1 1 1 2 0 0 2 0 1 1 1 
605    11400     6       18         3 0 0 0 0 0 1 3 1 3 0 2 0 0 1 
606    11400     6       18         2 0 0 1 1 1 2 2 1 0 1 0 2 1 0 
607    11400     6       12         3 0 0 1 0 1 1 1 0 0 2 0 1 1 3 
608    11400     6       9          2 0 0 2 0 2 2 1 0 0 2 0 1 1 1 
609    11400     6       9          3 0 0 1 0 1 1 1 0 0 2 2 1 1 1 
610    11400     6       12         2 0 0 1 1 1 1 3 3 0 0 1 1 0 0 
611    11400     6       18         2 0 0 1 1 1 1 3 1 0 2 1 1 0 0 
612    11400     6       18         1 0 1 1 1 2 2 3 1 0 1 0 0 1 0 
613    11400     6       6          3 0 0 0 0 0 1 3 1 1 2 2 0 0 1 
614    11400     6       6          3 0 0 0 0 0 1 3 3 3 0 0 0 0 1 
615    11400     6       3          3 0 0 0 0 0 2 2 1 1 1 1 1 1 1 
616    11400     6       24         3 0 0 0 0 1 1 2 1 0 2 1 1 0 2 
617    11400     6       12         2 0 0 0 0 1 3 3 2 1 1 0 1 0 0 
618    11400     6       18         3 0 0 0 0 1 1 2 1 0 2 1 1 2 0 
619    11400     6       9          2 0 1 1 1 1 1 2 0 0 1 3 0 0 1 
620    11400     6       9          3 0 0 0 0 1 1 2 5 0 0 1 1 0 0 
621    11400     6       18         2 0 0 1 0 2 3 1 3 0 1 0 0 1 0 
622    11400     6       18         3 0 0 0 0 1 1 2 1 0 2 1 3 0 0 
623    11400     6       9          2 0 1 1 1 1 1 2 0 0 1 1 0 2 1 
624    11400     6       18         3 0 0 0 0 1 1 2 1 0 4 1 1 0 0 
625    11400     6       24         2 0 0 1 0 2 3 1 1 2 1 0 0 1 0 
626    11400     6       18         2 0 0 1 0 2 3 1 1 0 1 0 2 1 0 
627    11400     6       9          2 0 0 1 0 2 2 2 3 0 0 1 1 0 0 
628    11400     6       18         3 0 0 0 0 1 1 2 3 0 0 1 1 0 2 
629    11400     6       12         3 0 0 0 0 1 1 2 3 0 0 1 3 0 0 
630    11400     6       9          3 0 0 0 0 1 1 2 3 0 0 3 1 0 0 
631    11400     6       12         2 0 0 0 1 1 2 3 2 0 1 1 0 0 1 
632    11400     6       6          1 1 1 1 1 1 2 3 0 0 1 1 0 0 1 
633    11400     6       3          1 0 1 1 1 1 3 3 1 1 0 0 0 0 1 
634    11400     6       18         3 0 0 1 0 1 1 1 0 0 2 0 1 3 1 
635    11400     6       18         2 0 0 1 0 2 2 2 1 0 2 1 1 0 0 
636    11400     6       6          4 0 0 0 0 0 0 1 0 0 2 2 1 1 3 
637    11406     6       12         0 0 0 0 2 2 4 4 0 2 0 0 0 0 0 
638    11406     6       3          2 0 0 0 0 0 2 4 0 0 2 2 0 2 0 
639    11406     6       3          2 0 0 0 0 0 2 4 0 0 2 4 0 0 0 
640    11406     6       3          0 0 1 1 1 1 4 4 0 0 0 0 0 2 0 
641    11406     6       3          2 0 0 0 0 0 3 3 0 0 1 1 1 3 0 
642    11406     6       3          1 0 0 1 0 1 5 2 0 0 0 0 2 2 0 
643    11406     6       3          1 0 0 1 0 1 4 3 0 0 1 1 1 1 0 
644    11406     6       3          1 0 0 1 0 1 3 4 0 0 4 0 0 0 0 
645    11406     6       3          1 0 0 1 0 1 3 4 0 0 2 2 0 0 0 
646    11406     6       6          1 0 0 1 0 1 3 4 0 0 2 0 0 2 0 
647    11406     6       6          0 0 0 2 1 1 3 5 0 0 2 0 0 0 0 
648    11406     6       3          0 0 0 2 0 2 4 4 0 0 2 0 0 0 0 
649    11406     6       12         0 0 0 0 3 3 3 3 0 0 0 0 0 0 2 
650    11418     8       6          0 0 0 0 0 1 2 3 0 1 0 3 1 2 1 
651    11418     8       6          0 0 0 0 0 0 2 4 0 2 0 4 0 2 0 
652    11418     8       6          0 0 0 0 1 1 1 3 0 0 0 4 2 0 2 
653    11418     8       6          0 0 0 0 0 2 2 2 0 0 0 2 4 0 2 
654    11418     8       3          0 0 0 0 1 1 1 3 0 0 0 4 0 2 2 
655    11418     8       6          0 0 0 0 0 1 2 3 0 1 0 3 3 0 1 
656    11418     8       6          0 0 0 0 0 0 2 4 0 6 0 0 0 2 0 
657    11418     8       3          0 0 0 0 0 2 2 2 0 0 0 2 2 2 2 
658    11418     8       6          0 0 0 0 0 0 2 4 0 2 0 4 2 0 0 
659    11418     8       6          0 0 0 0 0 1 1 4 0 1 5 0 0 1 1 
660    11418     8       3          0 0 0 0 0 1 1 4 0 1 1 4 0 1 1 
661    11420     6       3          1 0 0 1 0 2 2 3 0 1 1 0 3 0 0 
662    11420     6       6          1 0 0 1 0 1 3 3 0 2 0 0 1 1 1 
663    11420     6       6          0 0 0 1 1 2 3 4 1 1 0 0 0 0 1 
664    11420     6       6          1 0 0 1 0 2 2 3 0 1 1 0 1 0 2 
665    11420     6       6          2 0 0 0 0 0 1 4 0 2 1 3 0 0 1 
666    11420     6       3          2 0 0 0 0 0 1 4 0 4 1 1 0 0 1 
667    11420     6       3          1 0 0 0 1 2 2 3 1 0 0 1 3 0 0 
668    11420     6       6          1 0 0 0 1 2 2 3 1 0 0 1 1 0 2 
669    11420     6       3          1 0 0 0 1 1 2 4 1 3 0 0 0 0 1 
670    11420     6       6          1 0 0 0 1 1 2 4 1 1 0 2 0 0 1 
671    11420     6       6          1 0 0 0 0 2 3 3 1 1 0 0 2 0 1 
672    11420     6       6          1 0 0 0 0 1 3 4 3 0 0 1 1 0 0 
673    11420     6       6          2 0 0 0 0 0 2 3 0 2 0 2 1 1 1 
674    11420     6       3          2 0 0 0 0 0 2 3 0 4 0 0 1 1 1 
675    11420     6       6          1 0 0 1 0 1 2 4 0 2 1 1 0 0 1 
676    11420     6       6          1 0 0 0 0 1 3 4 1 2 0 1 1 0 0 
677    11420     6       6          0 0 0 3 1 1 2 4 1 0 1 0 0 1 0 
678    11420     6       3          0 0 0 2 2 2 2 3 0 0 0 0 1 1 1 
679    11420     6       6          2 0 0 0 0 1 2 2 0 1 0 1 2 1 2 
680    11420     6       6          2 0 0 0 0 1 2 2 0 1 0 1 2 3 0 
681    11420     6       6          2 0 0 0 0 1 2 2 0 1 0 1 4 1 0 
682    11420     6       6          1 0 0 1 1 1 2 3 0 1 0 1 0 1 2 
683    11420     6       6          0 0 0 2 1 2 4 2 0 1 1 0 1 0 0 
684    11420     6       6          2 0 0 0 0 1 1 3 0 1 3 0 3 0 0 
685    11420     6       6          2 0 0 0 0 1 2 2 0 3 0 1 0 3 0 
686    11420     6       3          0 0 0 2 1 2 2 4 0 1 1 0 1 0 0 
687    11420     6       6          1 0 0 1 1 1 1 4 0 1 3 0 1 0 0 
688    11420     6       3          1 0 0 1 1 1 1 4 0 1 1 2 1 0 0 
