STAGE 1 -- all inequivalent 3 x weight-8 classes

raw solutions 10341, inequivalent classes 1057

idx    |U_3|     minwt   raw        column-type counts
689    11420     6       6          0 0 1 1 1 3 2 3 0 0 0 0 1 1 1 
690    11420     6       3          2 0 0 0 0 1 2 2 0 5 0 1 0 1 0 
691    11420     6       3          2 0 0 0 0 1 1 3 0 1 1 2 3 0 0 
692    11420     6       6          1 0 0 1 0 3 3 1 0 0 2 0 1 1 1 
693    11420     6       6          2 0 0 0 1 1 1 2 0 0 0 2 1 1 3 
694    11420     6       3          2 0 0 0 1 1 1 2 0 0 0 2 3 1 1 
695    11420     6       6          1 0 0 1 0 2 4 1 0 3 1 0 1 0 0 
696    11420     6       3          0 0 0 1 2 2 2 4 1 0 0 1 1 0 0 
697    11420     6       6          0 0 0 1 1 3 4 2 1 0 1 0 0 1 0 
698    11420     6       6          1 0 0 1 0 2 4 1 0 1 1 0 3 0 0 
699    11420     6       6          1 0 0 1 0 2 4 1 0 1 1 0 1 2 0 
700    11420     6       3          1 0 0 1 1 2 3 1 0 0 1 1 2 0 1 
701    11420     6       6          1 0 0 1 1 2 3 1 0 0 1 1 0 2 1 
702    11420     6       6          0 0 1 1 1 3 1 4 0 0 1 1 0 0 1 
703    11420     6       6          0 0 1 1 1 2 2 4 0 1 0 1 0 1 0 
704    11420     6       6          2 0 0 0 0 1 1 3 0 1 3 0 1 0 2 
705    11420     6       6          2 0 0 0 0 1 1 3 0 1 1 2 1 0 2 
706    11420     6       3          1 0 0 1 1 2 2 2 0 0 0 0 3 1 1 
707    11420     6       6          1 0 0 1 1 2 2 2 0 0 0 0 1 1 3 
708    11420     6       6          1 0 0 1 0 2 3 2 0 3 0 1 0 1 0 
709    11420     6       6          1 0 0 1 0 2 3 2 0 1 2 1 0 1 0 
710    11420     6       6          2 0 0 0 0 1 1 3 0 1 3 0 1 2 0 
711    11420     6       6          1 0 0 1 1 1 2 3 0 1 0 1 2 1 0 
712    11420     6       6          1 0 0 1 1 1 2 3 0 1 0 1 0 3 0 
713    11426     6       6          0 0 0 0 1 1 4 4 0 0 1 1 1 1 0 
714    11426     6       12         0 0 0 0 1 1 3 5 0 0 2 2 0 0 0 
715    11426     6       12         0 0 0 0 0 2 4 4 0 0 2 0 2 0 0 
716    11428     6       12         3 0 0 1 0 2 2 1 0 1 1 0 3 0 0 
717    11428     6       18         3 0 0 1 0 2 2 1 0 1 3 0 1 0 0 
718    11428     6       18         3 0 0 1 1 1 1 2 0 1 1 0 1 0 2 
719    11428     6       12         3 0 0 1 1 1 1 2 0 1 1 2 1 0 0 
720    11428     6       18         3 0 0 1 1 1 1 2 0 1 3 0 1 0 0 
721    11428     6       18         2 0 0 1 1 2 3 2 1 1 0 0 0 0 1 
722    11428     6       3          2 0 0 1 2 2 2 2 1 0 0 1 1 0 0 
723    11428     6       12         2 0 0 2 1 2 2 2 0 1 1 0 1 0 0 
724    11428     6       6          3 0 0 0 1 1 2 2 1 3 0 0 0 0 1 
725    11428     6       18         3 0 0 0 1 1 2 2 1 1 0 0 0 2 1 
726    11428     6       18         3 0 0 0 0 1 2 3 3 0 1 0 0 1 0 
727    11428     6       18         3 0 0 0 0 1 2 3 1 2 1 0 0 1 0 
728    11428     6       9          2 0 0 3 1 1 2 2 1 0 1 0 0 1 0 
729    11428     6       9          2 0 1 1 1 2 2 2 0 1 0 1 0 1 0 
730    11428     6       18         4 0 0 0 0 0 1 2 0 2 1 1 0 2 1 
731    11428     6       18         4 0 0 0 0 0 1 2 0 2 1 3 0 0 1 
732    11428     6       9          4 0 0 0 0 1 1 1 0 1 1 0 1 2 2 
733    11428     6       18         4 0 0 0 0 1 1 1 0 1 1 0 3 0 2 
734    11428     6       12         4 0 0 0 0 1 1 1 0 1 1 2 3 0 0 
735    11428     6       9          4 0 0 0 0 1 1 1 0 1 3 0 3 0 0 
736    11428     6       18         2 0 1 1 1 2 1 3 0 1 1 0 1 0 0 
737    11428     6       18         3 0 0 1 0 1 2 2 0 2 1 1 0 0 1 
738    11428     6       18         3 0 0 1 0 1 3 1 0 2 0 0 1 1 1 
739    11428     6       12         4 0 0 0 0 0 1 2 0 4 1 1 0 0 1 
740    11428     6       18         3 0 0 1 0 2 2 1 0 1 1 0 1 0 2 
741    11434     8       3          0 0 1 2 1 2 1 3 1 1 1 1 0 0 0 
742    11434     8       3          0 0 1 2 1 2 2 2 1 1 0 0 1 1 0 
743    11434     8       3          2 0 0 0 0 1 1 2 4 1 1 0 0 1 1 
744    11434     8       1          3 0 0 0 0 0 0 1 1 3 3 3 0 0 0 
745    11434     8       6          1 0 0 1 1 2 2 1 4 0 0 0 0 0 2 
746    11434     8       6          2 0 0 1 0 1 1 1 1 1 3 1 0 2 0 
747    11434     8       6          2 0 0 0 0 1 1 2 2 1 3 0 0 1 1 
748    11434     8       3          2 0 0 0 0 1 1 2 2 1 1 2 0 1 1 
749    11434     8       3          2 0 0 1 0 1 1 1 1 3 3 1 0 0 0 
750    11434     8       1          0 1 1 1 1 2 2 2 1 0 0 1 0 1 1 
751    11434     8       3          0 1 1 2 1 2 2 1 0 0 0 0 0 2 2 
752    11434     8       3          2 0 0 0 0 0 2 2 2 2 0 2 0 2 0 
753    11434     8       3          0 0 1 1 1 3 2 2 2 0 0 0 0 0 2 
754    11434     8       6          1 0 0 1 1 2 2 1 2 0 0 0 2 0 2 
755    11434     8       6          0 0 1 1 1 3 2 2 2 0 0 0 2 0 0 
756    11434     8       3          0 0 1 1 1 3 2 2 4 0 0 0 0 0 0 
757    11434     8       3          1 0 0 1 1 2 2 1 2 0 0 0 0 2 2 
758    11434     8       1          1 1 1 1 1 1 1 1 0 0 0 2 0 2 2 
759    11434     8       6          2 0 0 1 0 1 2 0 1 1 0 0 1 3 2 
760    11434     8       6          2 0 0 0 0 0 2 2 2 4 0 0 0 2 0 
761    11434     8       3          3 0 0 0 0 0 0 1 1 1 3 3 0 2 0 
762    11434     8       3          1 0 1 1 1 1 1 2 1 3 0 0 1 1 0 
763    11434     8       3          2 0 0 1 0 1 2 0 1 1 0 0 3 3 0 
764    11434     8       3          1 0 0 0 0 2 2 3 3 1 1 1 0 0 0 
765    11434     8       1          1 0 0 0 1 2 2 2 3 0 0 1 0 1 1 
766    11434     8       3          0 0 0 2 2 2 2 2 2 0 0 0 0 0 2 
767    11434     8       3          1 0 0 1 1 1 2 2 2 1 0 1 1 0 1 
768    11434     8       6          1 0 0 2 1 1 1 2 1 1 1 1 0 0 2 
769    11434     8       3          1 0 1 1 1 1 1 2 1 1 0 2 1 1 0 
770    11434     8       6          1 0 0 1 0 1 3 2 2 2 0 0 0 2 0 
771    11434     8       6          1 0 0 1 0 1 3 2 2 4 0 0 0 0 0 
772    11434     8       6          1 0 0 2 1 1 1 2 1 1 3 1 0 0 0 
773    11434     8       3          1 0 0 3 1 1 1 1 0 1 1 0 0 1 3 
774    11434     8       3          1 0 0 1 0 2 2 2 2 1 1 0 0 1 1 
775    11434     8       1          2 0 0 0 1 1 1 1 2 0 0 2 0 2 2 
776    11434     8       3          0 0 0 2 1 1 3 3 2 2 0 0 0 0 0 
777    11434     8       3          3 0 0 0 0 0 0 1 1 1 1 3 0 2 2 
778    11434     8       3          2 0 0 0 1 1 1 1 4 0 0 0 0 2 2 
779    11434     8       3          2 0 0 0 1 1 1 1 2 0 0 2 2 0 2 
780    11434     8       1          0 0 0 0 1 3 3 3 4 0 0 0 0 0 0 
781    11434     8       3          1 0 0 1 1 2 2 1 2 0 2 0 0 2 0 
782    11434     8       3          2 0 0 1 0 1 1 1 1 1 1 1 0 2 2 
783    11440     8       9          0 0 0 0 1 2 2 4 0 1 1 2 1 0 0 
784    11440     8       18         0 0 0 0 1 2 2 4 0 1 3 0 1 0 0 
785    11440     8       9          0 0 0 0 2 2 2 3 0 0 0 2 1 1 1 
786    11440     8       9          0 0 0 0 1 2 3 3 0 3 0 1 0 1 0 
787    11440     8       9          0 0 0 0 0 3 3 3 0 1 1 0 3 0 0 
788    11440     8       18         0 0 0 0 1 2 3 3 0 1 0 1 2 1 0 
789    11446     6       6          0 0 0 0 0 0 2 6 0 2 0 4 0 0 0 
790    11446     6       3          0 0 0 0 1 1 1 5 0 0 0 4 2 0 0 
791    11446     6       6          0 0 0 0 0 1 2 5 0 1 0 3 1 0 1 
792    11446     6       3          0 0 0 0 0 0 2 6 0 6 0 0 0 0 0 
793    11446     6       6          0 0 0 0 1 1 1 5 0 0 0 4 0 0 2 
794    11446     6       3          0 0 0 0 0 2 2 4 0 0 0 2 4 0 0 
795    11446     6       6          0 0 0 0 0 2 2 4 0 0 0 2 2 0 2 
796    11448     6       6          1 0 0 1 1 2 4 2 0 0 0 0 1 1 1 
797    11448     6       6          2 0 0 0 1 1 2 3 0 0 1 1 0 2 1 
798    11448     6       6          2 0 0 0 1 1 2 3 0 0 1 3 0 0 1 
799    11448     6       6          1 0 0 1 0 2 4 3 0 1 1 0 1 0 0 
800    11448     6       6          1 0 0 1 1 2 3 3 0 0 1 1 0 0 1 
801    11448     6       6          2 0 0 0 0 2 2 3 0 0 2 0 1 1 1 
802    11448     6       6          2 0 0 0 0 1 3 3 0 1 1 0 3 0 0 
803    11448     6       6          2 0 0 0 0 1 3 3 0 1 1 0 1 2 0 
804    11448     6       6          2 0 0 0 0 1 2 4 0 3 0 1 0 1 0 
805    11448     6       6          1 0 0 1 1 1 3 4 0 1 1 0 1 0 0 
806    11448     6       6          2 0 0 0 0 1 2 4 0 1 2 1 0 1 0 
807    11448     6       6          1 0 0 0 1 2 3 4 1 0 1 0 0 1 0 
808    11456     6       6          3 0 1 1 1 1 1 3 1 1 0 0 0 0 1 
809    11456     6       9          3 0 1 1 1 2 1 2 1 0 0 1 1 0 0 
810    11456     6       1          3 1 1 1 1 1 1 2 0 0 0 0 1 1 1 
811    11456     6       9          3 0 0 2 1 1 2 2 1 1 0 0 0 0 1 
812    11456     6       12         4 0 0 0 0 1 1 3 2 1 1 0 1 0 0 
813    11456     6       9          4 0 0 0 0 1 2 2 2 1 0 1 0 1 0 
814    11456     6       4          4 0 0 0 1 1 1 2 2 0 0 0 1 1 1 
815    11456     6       18         4 0 0 1 0 1 2 1 1 1 0 0 0 2 1 
816    11456     6       12         4 0 0 1 0 1 2 1 1 1 2 0 0 0 1 
817    11456     6       18         4 0 0 1 0 1 2 1 1 3 0 0 0 0 1 
818    11456     6       9          4 0 0 1 1 1 1 1 1 0 0 1 1 0 2 
819    11456     6       3          4 0 0 1 1 1 1 1 3 0 0 1 1 0 0 
820    11456     6       1          5 0 0 0 0 0 0 2 1 1 1 1 1 1 1 
821    11456     6       6          5 0 0 0 0 0 1 1 1 1 0 0 2 2 1 
822    11456     6       9          5 0 0 0 0 0 1 1 1 1 0 2 0 2 1 
823    11456     6       18         5 0 0 0 0 0 1 1 1 3 0 0 0 2 1 
824    11456     6       3          5 0 0 0 0 0 1 1 3 3 0 0 0 0 1 
825    11460     8       6          0 0 0 0 0 1 2 4 0 1 2 3 0 1 0 
826    11460     8       6          0 0 0 0 0 2 2 3 0 0 2 2 1 1 1 
827    11460     8       6          0 0 0 0 1 1 2 3 0 0 1 3 2 0 1 
828    11460     8       6          0 0 0 0 0 1 2 4 0 5 0 1 0 1 0 
829    11460     8       6          0 0 0 0 0 1 3 3 0 1 1 2 3 0 0 
830    11460     8       6          0 0 0 0 1 1 2 3 0 0 1 3 0 2 1 
831    11460     8       6          0 0 0 0 0 1 2 4 0 3 0 3 0 1 0 
832    11460     8       3          0 0 0 0 0 1 3 3 0 1 1 2 1 2 0 
833    11460     8       6          0 0 0 0 0 1 2 4 0 1 4 1 0 1 0 
834    11460     8       6          0 0 0 0 0 2 2 3 0 0 4 0 1 1 1 
835    11460     8       3          0 0 0 0 0 1 3 3 0 1 3 0 3 0 0 
836    11462     6       6          1 0 0 1 0 3 3 2 2 0 2 0 0 0 0 
837    11462     6       3          1 0 0 1 0 1 3 4 2 2 0 0 0 0 0 
838    11462     6       3          2 0 0 0 0 0 2 4 2 2 0 2 0 0 0 
839    11462     6       3          2 0 0 0 0 0 2 4 2 4 0 0 0 0 0 
840    11462     6       6          1 0 0 2 1 1 2 3 1 1 0 0 1 1 0 
841    11462     6       3          1 0 0 2 1 2 3 1 1 0 1 0 1 0 1 
842    11462     6       3          0 1 1 2 1 2 4 1 0 0 0 0 0 2 0 
843    11462     6       3          1 0 0 2 1 1 1 4 1 1 1 1 0 0 0 
844    11462     6       3          1 0 0 1 1 2 4 1 4 0 0 0 0 0 0 
845    11462     6       3          1 0 0 1 1 2 4 1 2 0 0 0 2 0 0 
846    11462     6       6          1 0 0 1 1 2 4 1 2 0 0 0 0 2 0 
847    11462     6       3          1 0 0 3 1 1 1 3 0 1 1 0 0 1 1 
848    11462     6       3          1 0 0 3 1 2 2 1 0 0 2 0 0 0 2 
849    11462     6       1          0 0 2 2 2 2 2 2 0 0 0 0 0 2 0 
850    11462     6       6          0 0 1 3 1 3 2 2 0 2 0 0 0 0 0 
851    11462     6       3          0 0 1 3 1 3 2 2 0 0 2 0 0 0 0 
852    11462     6       3          1 0 0 3 1 2 2 1 0 0 2 0 0 2 0 
853    11462     6       6          1 0 0 3 1 2 2 1 2 0 0 0 0 0 2 
854    11462     6       6          0 0 1 1 1 3 2 4 2 0 0 0 0 0 0 
855    11462     6       6          2 0 0 0 0 1 2 3 2 1 0 1 1 0 1 
856    11462     6       3          0 0 0 2 2 2 2 4 2 0 0 0 0 0 0 
857    11462     6       6          2 0 0 0 0 2 2 2 2 0 0 0 2 0 2 
858    11462     6       3          2 0 0 0 0 2 2 2 2 0 0 0 4 0 0 
859    11462     6       3          2 0 0 0 0 2 2 2 4 0 0 0 0 0 2 
860    11462     6       1          2 0 0 0 0 2 2 2 6 0 0 0 0 0 0 
861    11462     6       6          2 0 0 0 1 1 1 3 2 0 0 2 0 0 2 
862    11462     6       3          2 0 0 0 1 1 1 3 2 0 0 2 2 0 0 
863    11462     6       3          2 0 0 0 1 1 1 3 4 0 0 0 0 0 2 
864    11462     6       3          4 0 0 0 0 0 0 0 0 0 0 2 2 2 4 
865    11462     6       3          1 0 0 1 1 2 2 3 2 0 0 0 2 0 0 
866    11462     6       1          4 0 0 0 0 0 0 0 0 0 2 2 2 4 0 
867    11462     6       3          2 0 0 1 0 1 1 3 1 1 1 1 0 0 2 
868    11462     6       3          2 0 0 1 0 1 2 2 1 1 0 0 1 1 2 
869    11462     6       6          2 0 0 1 0 1 2 2 1 1 0 0 1 3 0 
870    11462     6       6          1 0 0 1 1 2 2 3 2 0 0 0 0 0 2 
871    11462     6       6          2 0 0 1 0 1 3 1 1 1 1 1 0 2 0 
872    11462     6       6          1 0 1 1 1 2 1 3 1 0 0 1 0 1 1 
873    11462     6       6          2 0 0 1 0 1 3 1 1 3 1 1 0 0 0 
874    11462     6       3          2 0 0 1 0 1 4 0 1 1 0 0 1 3 0 
875    11462     6       6          2 0 0 1 0 2 2 1 1 0 2 1 0 1 1 
876    11462     6       3          2 0 0 1 0 2 2 1 3 0 0 1 0 1 1 
877    11462     6       3          1 0 1 2 1 2 1 2 0 0 0 0 0 0 4 
878    11462     6       3          2 0 0 1 0 2 3 0 1 0 1 0 1 2 1 
879    11462     6       3          2 0 0 1 0 2 3 0 1 0 1 0 3 0 1 
880    11462     6       6          1 0 1 2 1 2 1 2 0 0 0 0 0 2 2 
881    11462     6       6          2 0 0 1 1 1 1 2 1 0 0 1 0 1 3 
882    11462     6       3          1 0 1 2 1 2 1 2 0 0 2 0 0 2 0 
883    11462     6       3          2 0 0 1 1 1 1 2 1 0 0 1 2 1 1 
884    11462     6       3          2 0 0 2 0 2 2 0 0 0 2 0 0 2 2 
885    11462     6       1          2 0 0 2 0 2 2 0 0 0 2 0 2 2 0 
886    11462     6       6          2 0 0 2 1 1 1 1 0 0 0 0 0 2 4 
887    11462     6       1          1 0 1 2 1 2 1 2 0 0 4 0 0 0 0 
888    11462     6       3          2 0 0 2 1 1 1 1 0 0 0 0 2 2 2 
889    11462     6       1          1 0 1 2 1 2 2 1 0 0 1 1 1 1 0 
890    11462     6       3          2 0 0 2 1 1 1 1 0 0 2 0 0 4 0 
891    11462     6       3          2 0 0 2 1 1 1 1 0 0 2 0 2 2 0 
892    11462     6       6          2 0 0 2 1 1 1 1 2 0 0 0 2 0 2 
893    11462     6       3          2 0 0 2 1 1 1 1 4 0 0 0 0 0 2 
894    11462     6       3          0 1 1 2 1 2 2 3 0 0 0 0 0 0 2 
895    11462     6       1          2 0 1 1 1 1 1 1 0 0 1 1 1 3 0 
896    11462     6       3          3 0 0 0 0 0 0 3 1 1 1 3 0 0 2 
897    11462     6       3          3 0 0 0 0 0 1 2 1 1 0 2 1 1 2 
898    11462     6       6          3 0 0 0 0 0 1 2 1 1 0 2 1 3 0 
899    11462     6       3          3 0 0 0 0 0 1 2 1 3 0 0 1 1 2 
900    11462     6       6          3 0 0 0 0 0 1 2 1 3 0 0 1 3 0 
901    11462     6       6          3 0 0 0 0 1 1 1 1 0 0 1 2 1 3 
902    11462     6       3          3 0 0 0 0 1 1 1 1 0 0 1 4 1 1 
903    11462     6       3          1 1 1 1 1 1 1 3 0 0 0 2 0 0 2 
904    11462     6       3          3 0 0 0 0 1 1 1 3 0 0 1 0 1 3 
905    11462     6       1          3 0 0 0 0 1 1 1 5 0 0 1 0 1 1 
906    11462     6       3          3 0 0 1 0 1 1 0 0 0 0 0 2 2 4 
907    11462     6       6          3 0 0 1 0 1 1 0 0 0 2 0 0 2 4 
908    11462     6       3          3 0 0 1 0 1 1 0 0 0 2 0 2 4 0 
909    11462     6       3          3 0 0 1 0 1 1 0 0 0 2 2 0 2 2 
910    11462     6       1          3 0 0 1 0 1 1 0 0 0 2 2 2 2 0 
911    11462     6       3          1 0 0 1 0 3 3 2 4 0 0 0 0 0 0 
912    11466     8       9          0 0 0 0 0 0 1 5 0 0 1 5 1 1 0 
913    11466     8       9          0 0 0 0 0 0 0 6 0 0 2 6 0 0 0 
914    11466     8       9          0 0 0 0 0 0 2 4 0 0 0 4 2 2 0 
915    11468     6       12         0 0 0 0 1 2 4 4 0 1 1 0 1 0 0 
916    11468     6       12         0 0 0 0 2 2 3 4 0 0 1 1 0 0 1 
917    11476     6       1          2 0 0 0 2 2 2 3 0 0 0 0 1 1 1 
918    11476     6       3          2 0 0 0 1 2 2 4 0 1 1 0 1 0 0 
919    11486     8       3          0 0 0 0 0 0 2 2 0 0 0 4 0 4 2 
920    11488     6       6          0 0 0 0 0 1 3 5 0 1 3 0 1 0 0 
921    11488     6       6          0 0 0 0 0 1 3 5 0 1 1 2 1 0 0 
922    11488     6       6          0 0 0 0 0 2 3 4 0 0 3 1 0 0 1 
923    11488     6       6          0 0 0 0 0 2 3 4 0 0 1 1 2 0 1 
924    11488     6       6          0 0 0 0 1 1 2 5 0 0 1 3 0 0 1 
925    11488     6       6          0 0 0 0 0 1 4 4 0 1 0 1 2 1 0 
926    11488     6       6          0 0 0 0 1 1 3 4 0 0 0 2 1 1 1 
927    11490     6       3          3 0 0 1 0 1 1 2 0 0 2 2 0 0 2 
928    11490     6       6          3 0 0 1 0 1 1 2 0 0 2 2 0 2 0 
929    11490     6       3          3 0 0 1 0 1 1 2 0 0 4 0 0 0 2 
930    11490     6       6          3 0 0 1 0 1 1 2 0 0 4 0 0 2 0 
931    11490     6       6          3 0 0 0 0 1 1 3 1 0 2 1 0 1 1 
932    11490     6       3          2 0 0 2 0 2 2 2 0 0 2 0 0 0 2 
933    11490     6       3          4 0 0 0 0 0 1 1 0 0 1 3 1 3 0 
934    11490     6       6          2 0 0 2 1 1 1 3 0 0 2 2 0 0 0 
935    11490     6       3          4 0 0 0 0 0 1 1 0 0 1 1 1 3 2 
936    11490     6       3          3 0 0 1 0 1 2 1 0 0 1 1 1 1 2 
937    11490     6       6          3 0 0 1 0 1 2 1 0 0 1 1 1 3 0 
938    11490     6       6          2 0 0 0 1 1 3 3 2 0 0 0 0 2 0 
939    11490     6       3          3 0 0 1 0 1 3 0 0 0 0 0 2 2 2 
940    11490     6       6          3 0 0 1 0 1 3 0 0 0 0 0 2 4 0 
941    11490     6       3          3 0 0 1 0 1 3 0 0 2 0 0 0 2 2 
942    11490     6       3          3 0 0 1 0 1 3 0 0 2 0 0 0 4 0 
943    11490     6       3          2 0 0 4 1 1 1 1 0 0 0 0 0 2 2 
944    11490     6       6          2 0 0 2 1 1 1 3 0 0 2 0 0 0 2 
945    11490     6       3          2 0 0 2 1 1 2 2 0 0 1 1 1 1 0 
946    11490     6       3          3 0 0 1 0 2 2 0 0 1 1 0 0 1 3 
947    11490     6       6          2 0 0 2 0 2 2 2 0 0 2 0 0 2 0 
948    11490     6       3          4 0 0 0 0 0 0 2 0 0 2 4 0 0 2 
949    11490     6       3          2 0 0 3 1 1 1 2 1 0 0 1 0 1 1 
950    11490     6       6          2 0 0 1 1 1 2 3 1 0 1 0 1 0 1 
951    11490     6       6          2 0 0 1 0 2 3 2 1 0 1 0 1 0 1 
952    11490     6       3          2 0 0 1 0 1 4 2 1 1 0 0 1 1 0 
953    11490     6       3          2 0 0 1 0 1 3 3 1 1 1 1 0 0 0 
954    11490     6       3          3 0 0 0 0 0 2 3 1 1 1 1 0 2 0 
955    11490     6       3          3 0 0 0 0 0 2 3 1 1 1 3 0 0 0 
956    11490     6       3          2 0 1 1 1 1 2 2 0 0 0 0 0 2 2 
957    11490     6       6          1 0 0 3 1 2 2 3 0 0 2 0 0 0 0 
958    11490     6       3          1 0 0 3 1 2 2 3 2 0 0 0 0 0 0 
959    11490     6       3          2 0 0 2 1 1 1 3 4 0 0 0 0 0 0 
960    11490     6       3          2 0 1 1 1 1 2 2 0 0 0 2 0 2 0 
961    11490     6       6          4 0 0 0 0 0 0 2 0 0 2 4 0 2 0 
962    11490     6       3          4 0 0 0 0 0 0 2 0 0 2 2 0 2 2 
963    11490     6       6          3 0 0 0 0 1 2 2 1 0 1 0 3 0 1 
964    11490     6       6          1 0 1 2 1 2 1 4 0 2 0 0 0 0 0 
965    11490     6       6          3 0 0 0 0 1 2 2 1 0 1 0 1 2 1 
966    11490     6       3          1 0 1 2 1 2 3 2 0 0 0 0 0 0 2 
967    11490     6       6          1 0 1 2 1 2 3 2 0 0 0 0 0 2 0 
968    11490     6       3          1 1 1 1 1 1 3 3 0 0 0 0 0 2 0 
969    11490     6       6          2 0 0 0 0 2 2 4 2 0 2 0 0 0 0 
970    11490     6       3          2 0 0 2 1 1 1 3 2 0 0 2 0 0 0 
971    11490     6       6          2 0 0 2 1 1 1 3 2 0 0 0 0 0 2 
972    11490     6       6          2 0 0 2 1 1 1 3 0 0 4 0 0 0 0 
973    11490     6       6          3 0 0 1 0 1 1 2 0 0 2 0 0 2 2 
974    11490     6       3          0 0 1 3 2 2 3 3 0 0 0 0 0 0 0 
975    11490     6       3          0 1 1 2 1 2 4 3 0 0 0 0 0 0 0 
976    11490     6       6          1 0 0 1 1 2 4 3 2 0 0 0 0 0 0 
977    11502     8       3          0 0 0 0 1 1 3 3 0 2 0 2 2 0 0 
978    11502     8       6          0 0 0 0 1 1 3 3 0 4 0 0 0 2 0 
979    11502     8       1          0 0 0 0 2 2 2 2 0 0 0 2 0 2 2 
980    11502     8       3          0 0 0 0 1 1 3 3 0 2 0 2 0 2 0 
981    11502     8       3          0 0 0 0 0 2 3 3 0 2 1 1 1 1 0 
982    11502     8       3          0 0 0 0 0 2 2 4 0 2 2 2 0 0 0 
983    11502     8       3          0 0 0 0 2 2 2 2 0 0 0 2 2 0 2 
984    11502     8       3          0 0 0 0 1 2 2 3 0 1 1 2 0 1 1 
985    11502     8       6          0 0 0 0 1 2 2 3 0 1 3 0 0 1 1 
986    11502     8       6          0 0 0 0 0 2 2 4 0 2 4 0 0 0 0 
987    11518     6       3          4 0 0 0 0 0 1 3 0 2 1 1 1 1 0 
988    11518     6       3          4 0 0 0 0 0 2 2 0 2 0 0 2 2 0 
989    11518     6       3          4 0 0 0 0 0 2 2 0 2 0 2 2 0 0 
990    11518     6       6          4 0 0 0 0 0 2 2 0 4 0 0 0 2 0 
991    11518     6       3          3 0 0 1 0 1 1 4 0 2 2 0 0 0 0 
992    11518     6       6          2 0 1 1 1 3 2 2 0 0 0 0 2 0 0 
993    11518     6       3          4 0 0 0 0 1 1 2 0 1 1 0 2 1 1 
994    11518     6       6          4 0 0 0 0 1 1 2 0 1 3 0 0 1 1 
995    11518     6       6          3 0 0 1 0 1 3 2 0 2 0 0 2 0 0 
996    11518     6       1          4 0 0 0 1 1 1 1 0 0 0 0 2 2 2 
997    11518     6       3          4 0 0 0 1 1 1 1 0 0 0 2 2 0 2 
998    11518     6       6          3 0 0 1 0 1 3 2 0 4 0 0 0 0 0 
999    11518     6       3          2 0 1 1 1 3 2 2 0 2 0 0 0 0 0 
1000   11518     6       3          3 0 0 1 1 1 1 3 0 1 1 0 0 1 1 
1001   11518     6       3          1 0 1 2 2 3 2 3 0 0 0 0 0 0 0 
1002   11518     6       1          3 0 0 0 1 1 1 4 1 1 1 1 0 0 0 
1003   11518     6       3          3 0 0 1 1 1 2 2 0 1 0 1 1 0 1 
1004   11518     6       6          3 0 0 1 1 2 2 1 0 0 0 0 2 0 2 
1005   11518     6       3          3 0 0 0 1 1 2 3 1 1 0 0 1 1 0 
1006   11518     6       3          3 0 0 1 1 2 2 1 0 0 2 0 0 0 2 
1007   11518     6       3          3 0 0 1 1 2 2 1 0 0 2 0 0 2 0 
1008   11518     6       3          2 0 1 1 1 1 2 4 0 2 0 0 0 0 0 
1009   11518     6       3          2 0 0 2 2 2 2 2 0 0 0 0 0 0 2 
1010   11518     6       3          2 0 0 2 1 1 3 3 0 2 0 0 0 0 0 
1011   11518     6       1          2 0 0 0 2 2 2 4 2 0 0 0 0 0 0 
1012   11518     6       1          1 1 1 1 2 2 2 4 0 0 0 0 0 0 0 
1013   11518     6       1          4 0 0 0 0 0 0 4 0 2 2 2 0 0 0 
1014   11518     6       6          3 0 0 1 0 1 3 2 0 2 2 0 0 0 0 
1015   11528     8       6          0 0 0 0 0 0 1 4 0 0 1 5 0 2 1 
1016   11528     8       6          0 0 0 0 0 0 2 3 0 0 0 4 1 3 1 
1017   11530     6       6          0 0 0 0 2 2 2 4 0 0 0 2 0 0 2 
1018   11530     6       3          0 0 0 0 2 2 2 4 0 0 0 2 2 0 0 
1019   11530     6       6          0 0 0 0 1 3 3 3 0 0 0 0 2 0 2 
1020   11530     6       3          0 0 0 0 1 1 3 5 0 4 0 0 0 0 0 
1021   11530     6       3          0 0 0 0 1 3 3 3 0 0 0 0 4 0 0 
1022   11530     6       6          0 0 0 0 0 2 4 4 0 2 0 0 2 0 0 
1023   11530     6       6          0 0 0 0 1 1 3 5 0 2 0 2 0 0 0 
1024   11530     6       6          0 0 0 0 1 2 3 4 0 1 0 1 1 0 1 
1025   11546     6       3          4 0 0 0 0 2 2 2 2 0 0 0 2 0 0 
1026   11546     6       1          4 0 0 0 1 1 1 3 4 0 0 0 0 0 0 
1027   11546     6       3          5 0 0 0 0 0 1 2 1 3 0 0 1 1 0 
1028   11546     6       3          5 0 0 0 0 1 1 1 1 0 0 1 2 1 1 
1029   11546     6       1          5 0 0 1 0 1 1 0 0 0 0 0 2 2 2 
1030   11546     6       3          4 0 0 0 1 1 1 3 2 0 0 2 0 0 0 
1031   11546     6       3          5 0 0 1 0 1 1 0 0 0 2 0 0 2 2 
1032   11546     6       1          3 1 1 1 1 1 1 3 0 0 0 2 0 0 0 
1033   11546     6       1          6 0 0 0 0 0 0 0 0 0 0 2 2 2 2 
1034   11546     6       1          4 0 0 1 0 1 1 3 1 1 1 1 0 0 0 
1035   11546     6       3          4 0 0 1 0 1 2 2 1 1 0 0 1 1 0 
