q,n,k,reason,detail
2,154,154,no stabilizer rows,"k = n, the stabilizer matrix is empty"
2,155,3,no parity-check matrix,construction listed as 'Missing Construction'
2,155,4,no parity-check matrix,construction listed as 'Missing Construction'
2,155,5,no parity-check matrix,construction listed as 'Missing Construction'
2,155,6,no parity-check matrix,construction listed as 'Missing Construction'
2,155,7,no parity-check matrix,construction listed as 'Missing Construction'
2,155,8,no parity-check matrix,construction listed as 'Missing Construction'
2,155,9,no parity-check matrix,construction listed as 'Missing Construction'
2,155,10,no parity-check matrix,construction listed as 'Missing Construction'
2,155,11,no parity-check matrix,construction listed as 'Missing Construction'
2,155,12,no parity-check matrix,construction listed as 'Missing Construction'
2,155,13,no parity-check matrix,construction listed as 'Missing Construction'
2,155,14,no parity-check matrix,construction listed as 'Missing Construction'
2,155,15,no parity-check matrix,construction listed as 'Missing Construction'
2,155,16,no parity-check matrix,construction listed as 'Missing Construction'
2,155,17,no parity-check matrix,construction listed as 'Missing Construction'
2,155,18,no parity-check matrix,construction listed as 'Missing Construction'
2,155,19,no parity-check matrix,construction listed as 'Missing Construction'
2,155,20,no parity-check matrix,construction listed as 'Missing Construction'
2,155,21,no parity-check matrix,construction listed as 'Missing Construction'
2,155,22,no parity-check matrix,construction listed as 'Missing Construction'
2,155,23,no parity-check matrix,construction listed as 'Missing Construction'
2,155,24,no parity-check matrix,construction listed as 'Missing Construction'
2,155,25,no parity-check matrix,construction listed as 'Missing Construction'
2,155,26,no parity-check matrix,construction listed as 'Missing Construction'
2,155,27,no parity-check matrix,construction listed as 'Missing Construction'
2,155,28,no parity-check matrix,construction listed as 'Missing Construction'
2,155,29,no parity-check matrix,construction listed as 'Missing Construction'
2,155,30,no parity-check matrix,construction listed as 'Missing Construction'
2,155,31,no parity-check matrix,construction listed as 'Missing Construction'
2,155,32,no parity-check matrix,construction listed as 'Missing Construction'
2,155,33,no parity-check matrix,construction listed as 'Missing Construction'
2,155,34,no parity-check matrix,construction listed as 'Missing Construction'
2,155,35,no parity-check matrix,construction listed as 'Missing Construction'
2,155,36,no parity-check matrix,construction listed as 'Missing Construction'
2,155,37,no parity-check matrix,construction listed as 'Missing Construction'
2,155,38,no parity-check matrix,construction listed as 'Missing Construction'
2,155,39,no parity-check matrix,construction listed as 'Missing Construction'
2,155,40,no parity-check matrix,construction listed as 'Missing Construction'
2,155,41,no parity-check matrix,construction listed as 'Missing Construction'
2,155,42,no parity-check matrix,construction listed as 'Missing Construction'
2,155,43,no parity-check matrix,construction listed as 'Missing Construction'
2,155,44,no parity-check matrix,construction listed as 'Missing Construction'
2,155,45,no parity-check matrix,construction listed as 'Missing Construction'
2,155,46,no parity-check matrix,construction listed as 'Missing Construction'
2,155,47,no parity-check matrix,construction listed as 'Missing Construction'
2,155,48,no parity-check matrix,construction listed as 'Missing Construction'
2,155,49,no parity-check matrix,construction listed as 'Missing Construction'
2,155,50,no parity-check matrix,construction listed as 'Missing Construction'
2,155,51,no parity-check matrix,construction listed as 'Missing Construction'
2,155,52,no parity-check matrix,construction listed as 'Missing Construction'
2,155,53,no parity-check matrix,construction listed as 'Missing Construction'
2,155,54,no parity-check matrix,construction listed as 'Missing Construction'
2,155,55,no parity-check matrix,construction listed as 'Missing Construction'
2,155,56,no parity-check matrix,construction listed as 'Missing Construction'
2,155,57,no parity-check matrix,construction listed as 'Missing Construction'
2,155,58,no parity-check matrix,construction listed as 'Missing Construction'
2,155,59,no parity-check matrix,construction listed as 'Missing Construction'
2,155,60,no parity-check matrix,construction listed as 'Missing Construction'
2,155,61,no parity-check matrix,construction listed as 'Missing Construction'
2,155,62,no parity-check matrix,construction listed as 'Missing Construction'
2,155,63,no parity-check matrix,construction listed as 'Missing Construction'
2,155,64,no parity-check matrix,construction listed as 'Missing Construction'
2,155,65,no parity-check matrix,construction listed as 'Missing Construction'
2,155,66,no parity-check matrix,construction listed as 'Missing Construction'
2,155,67,no parity-check matrix,construction listed as 'Missing Construction'
2,155,68,no parity-check matrix,construction listed as 'Missing Construction'
2,155,71,no parity-check matrix,construction listed as 'Missing Construction'
2,155,72,no parity-check matrix,construction listed as 'Missing Construction'
2,155,73,no parity-check matrix,construction listed as 'Missing Construction'
2,155,74,no parity-check matrix,construction listed as 'Missing Construction'
2,155,75,no parity-check matrix,construction listed as 'Missing Construction'
2,155,76,no parity-check matrix,construction listed as 'Missing Construction'
2,155,77,no parity-check matrix,construction listed as 'Missing Construction'
2,155,78,no parity-check matrix,construction listed as 'Missing Construction'
2,155,155,no stabilizer rows,"k = n, the stabilizer matrix is empty"
2,156,3,no parity-check matrix,construction listed as 'Missing Construction'
2,156,4,no parity-check matrix,construction listed as 'Missing Construction'
2,156,5,no parity-check matrix,construction listed as 'Missing Construction'
2,156,6,no parity-check matrix,construction listed as 'Missing Construction'
2,156,7,no parity-check matrix,construction listed as 'Missing Construction'
2,156,8,no parity-check matrix,construction listed as 'Missing Construction'
2,156,9,no parity-check matrix,construction listed as 'Missing Construction'
2,156,10,no parity-check matrix,construction listed as 'Missing Construction'
2,156,11,no parity-check matrix,construction listed as 'Missing Construction'
2,156,12,no parity-check matrix,construction listed as 'Missing Construction'
2,156,13,no parity-check matrix,construction listed as 'Missing Construction'
2,156,14,no parity-check matrix,construction listed as 'Missing Construction'
2,156,15,no parity-check matrix,construction listed as 'Missing Construction'
2,156,16,no parity-check matrix,construction listed as 'Missing Construction'
2,156,17,no parity-check matrix,construction listed as 'Missing Construction'
2,156,18,no parity-check matrix,construction listed as 'Missing Construction'
2,156,19,no parity-check matrix,construction listed as 'Missing Construction'
2,156,20,no parity-check matrix,construction listed as 'Missing Construction'
2,156,21,no parity-check matrix,construction listed as 'Missing Construction'
2,156,22,no parity-check matrix,construction listed as 'Missing Construction'
2,156,23,no parity-check matrix,construction listed as 'Missing Construction'
2,156,24,no parity-check matrix,construction listed as 'Missing Construction'
2,156,25,no parity-check matrix,construction listed as 'Missing Construction'
2,156,26,no parity-check matrix,construction listed as 'Missing Construction'
2,156,27,no parity-check matrix,construction listed as 'Missing Construction'
2,156,28,no parity-check matrix,construction listed as 'Missing Construction'
2,156,29,no parity-check matrix,construction listed as 'Missing Construction'
2,156,30,no parity-check matrix,construction listed as 'Missing Construction'
2,156,31,no parity-check matrix,construction listed as 'Missing Construction'
2,156,32,no parity-check matrix,construction listed as 'Missing Construction'
2,156,33,no parity-check matrix,construction listed as 'Missing Construction'
