q,n,k,d,lower_bound,upper_bound,label,n_rows,spectrum,avg_weight,max_weight,x_value,rate_R,delta_avg,delta_max,H_delta_avg,H_delta_max,C,C_prime,n_constructions,matrix_label,code_type,kn,D,peak,past_peak,uniform,spread,H_gap
3,55,49,3,3,3,"[[55,49,3]]_3",6,"{47: 4, 49: 2}",47.666666666666664,49,8566010461212575462072943025407195408766697314713600,0.9895098246510112,0.8666666666666666,0.8909090909090909,0.9989225313255508,0.9999905463697245,0.010480721718713282,0.009412706674539528,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8909090909090909,-0.0010680150441737535,0.8888888888888888,True,False,0.024242424242424284,-0.0010680150441737535
3,55,53,2,2,2,"[[55,53,2]]_3",2,{55: 2},55.0,55,46768052394588893382517914646921056628989841375232,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9636363636363636,0.0,0.8888888888888888,True,True,0.0,0.0
3,56,48,4,4,4,"[[56,48,4]]_3",8,"{47: 4, 48: 4}",47.5,48,52796794037662414797682290345277053462838763323392000,0.9866204089010755,0.8482142857142857,0.8571428571428571,0.9965327030517196,0.9978473776419601,0.01122696874088458,0.009912294150644096,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8571428571428571,-0.0013146745902404833,0.8888888888888888,False,False,0.008928571428571428,-0.0013146745902404833
3,56,50,3,3,3,"[[56,50,3]]_3",6,"{48: 4, 51: 2}",49.0,51,75292665003087919670805675636595773788719239420444672,0.9895049915494338,0.875,0.9107142857142857,0.9995707916616016,0.9988324568267586,0.009327465277324754,0.010065800112167733,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8928571428571429,0.0007383348348429797,0.8888888888888888,True,False,0.03571428571428571,0.0007383348348429797
3,56,54,2,2,2,"[[56,54,2]]_3",2,{56: 2},56.0,56,374144419156711147060143317175368453031918731001856,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9642857142857143,0.0,0.8888888888888888,True,True,0.0,0.0
3,57,49,4,4,4,"[[57,49,4]]_3",8,"{48: 4, 49: 4}",48.5,49,495427875479942414774986063280783452698229864818278400,0.9871884676703011,0.8508771929824561,0.8596491228070176,0.9969549267310696,0.998163791653625,0.010975323983323904,0.009766459060768451,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8596491228070176,-0.0012088649225554526,0.8888888888888888,False,False,0.008771929824561403,-0.0012088649225554526
3,57,51,3,3,3,"[[57,51,3]]_3",6,"{48: 2, 49: 2, 52: 2}",49.666666666666664,52,877894267647320389414245937354242510779446932711407616,0.9917564663260185,0.8713450292397661,0.9122807017543859,0.9993211041623752,0.9986523556717922,0.006895889345773676,0.007564637836356636,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8947368421052632,0.0006687484905829599,0.8888888888888888,True,False,0.04093567251461992,0.0006687484905829599
3,57,55,2,2,2,"[[57,55,2]]_3",2,{57: 2},57.0,57,2993155353253689176481146537402947624255349848014848,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9649122807017544,0.0,0.8888888888888888,True,True,0.0,0.0
3,58,50,4,4,4,"[[58,50,4]]_3",8,"{49: 4, 50: 4}",49.5,50,4635567136391500862079737366974973502535767964898033664,0.9877143449049335,0.853448275862069,0.8620689655172413,0.9973384597612264,0.9984468149069051,0.010732470001971639,0.009624114856292887,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8620689655172413,-0.0011083551456787522,0.8888888888888888,False,False,0.008620689655172414,-0.0011083551456787522
3,58,52,3,3,3,"[[58,52,3]]_3",6,"{50: 4, 53: 2}",51.0,53,6084129557729801991660300145983122370172908495723036672,0.9898481113623098,0.8793103448275862,0.9137931034482759,0.9997937008670269,0.9984652256680012,0.008617114305691453,0.009945589504717134,1,stabilizer matrix,Semi-Perfect Quantum Code,0.896551724137931,0.0013284751990256805,0.8888888888888888,True,False,0.034482758620689655,0.0013284751990256805
3,58,56,2,2,2,"[[58,56,2]]_3",2,{58: 2},58.0,58,23945242826029513411849172299223580994042798784118784,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9655172413793104,0.0,0.8888888888888888,True,True,0.0,0.0
3,59,51,4,4,4,"[[59,51,4]]_3",8,"{50: 4, 51: 4}",50.5,51,43253372817477495025538610185968990945550714395712028672,0.9882009867929638,0.8559322033898306,0.864406779661017,0.9976861495966824,0.998698960753451,0.010497973960487239,0.009485162803718694,1,stabilizer matrix,Semi-Perfect Quantum Code,0.864406779661017,-0.001012811156768545,0.8888888888888888,False,False,0.00847457627118644,-0.001012811156768545
3,59,53,3,3,3,"[[59,53,3]]_3",6,"{50: 2, 51: 2, 53: 2}",51.333333333333336,53,76179158829974788842281938213123126712945049146159529984,0.9925671475256591,0.8700564971751413,0.8983050847457628,0.9992200796660637,0.9997904336403913,0.007223286114732219,0.006652932140404633,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8983050847457628,-0.0005703539743275865,0.8888888888888888,True,False,0.028248587570621427,-0.0005703539743275865
3,59,57,2,2,2,"[[59,57,2]]_3",2,{59: 2},59.0,59,191561942608236107294793378393788647952342390272950272,0.9463946303571862,1.0,1.0,0.946394630357186,0.946394630357186,-2.220446049250313e-16,-2.220446049250313e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9661016949152542,0.0,0.8888888888888888,True,True,0.0,0.0
3,60,52,4,4,4,"[[60,52,4]]_3",8,"{51: 2, 52: 6}",51.75,52,402507934661704268905575059141475037692179255915068784640,0.9886511008492435,0.8625,0.8666666666666667,0.9984948861292999,0.9989225313255509,0.010271430476307408,0.009843785280056472,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8666666666666667,-0.00042764519625093644,0.8888888888888888,False,False,0.004166666666666667,-0.00042764519625093644
3,60,54,3,3,3,"[[60,54,3]]_3",6,"{52: 4, 54: 2}",52.666666666666664,54,526387938086700287556367788846814382828928278277243535360,0.990686423489433,0.8777777777777778,0.9,0.9997234481674454,0.9997068044661597,0.009020380976726639,0.009037024678012373,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9,1.6643701285734558e-05,0.8888888888888888,True,False,0.02222222222222226,1.6643701285734558e-05
3,60,58,2,2,2,"[[60,58,2]]_3",2,{60: 2},60.0,60,1532495540865888858358347027150309183618739122183602176,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9666666666666667,0.0,0.8888888888888888,True,True,0.0,0.0
3,61,53,4,4,4,"[[61,53,4]]_3",8,{52: 8},52.0,52,1584063484797674864725166361782579180595028039407690055680,0.9826654970910592,0.8524590163934426,0.8524590163934426,0.9971937183045224,0.9971937183045224,0.0145282212134632,0.0145282212134632,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8688524590163934,0.0,0.8888888888888888,False,True,0.0,0.0
3,61,55,3,3,3,"[[61,55,3]]_3",6,"{53: 4, 55: 2}",53.666666666666664,55,4748748807027540795155513017780685625898142376342138650624,0.9908568130308819,0.8797814207650273,0.9016393442622951,0.9998132760904419,0.9996120984669616,0.00875528543607973,0.008956463059559994,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9016393442622951,0.00020117762348026424,0.8888888888888888,True,False,0.021857923497267798,0.00020117762348026424
3,61,59,2,2,2,"[[61,59,2]]_3",2,{61: 2},61.0,61,12259964326927110866866776217202473468949912977468817408,0.9463946303571862,1.0,1.0,0.946394630357186,0.946394630357186,-2.220446049250313e-16,-2.220446049250313e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9672131147540983,0.0,0.8888888888888888,True,True,0.0,0.0
3,62,54,4,4,4,"[[62,54,4]]_3",8,"{53: 4, 54: 4}",53.5,54,34590367416462434781923129610749150408968159451720124989440,0.9894515147172502,0.8629032258064516,0.8709677419354839,0.9985392105369555,0.999292219123933,0.009840704406682721,0.009087695819705255,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8709677419354839,-0.0007530085869774661,0.8888888888888888,False,False,0.008064516129032258,-0.0007530085869774661
3,62,56,3,3,3,"[[62,56,3]]_3",6,"{54: 4, 56: 2}",54.666666666666664,56,42766272442171737548559505700562585960178815322126699986944,0.9910090112571165,0.8817204301075269,0.9032258064516129,0.999883760063976,0.9995073177169103,0.00849830645979377,0.008874748806859456,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9032258064516129,0.00037644234706568636,0.8888888888888888,True,False,0.02150537634408606,0.00037644234706568636
3,62,60,2,2,2,"[[62,60,2]]_3",2,{62: 2},62.0,62,98079714615416886934934209737619787751599303819750539264,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.967741935483871,0.0,0.8888888888888888,True,True,0.0,0.0
3,63,55,4,4,4,"[[63,55,4]]_3",8,"{54: 6, 55: 2}",54.25,55,319489211773871215803944542586555789231924090935887699902464,0.9898062268248703,0.8611111111111112,0.873015873015873,0.9983374466768524,0.9994420570304087,0.009635830205538376,0.00853121985198213,1,stabilizer matrix,Semi-Perfect Quantum Code,0.873015873015873,-0.0011046103535562457,0.8888888888888888,False,False,0.011904761904761904,-0.0011046103535562457
3,63,57,3,3,3,"[[63,57,3]]_3",6,"{54: 2, 55: 2, 57: 2}",55.333333333333336,57,522860711684632172072016990747745052497666073396527362998272,0.9933647680397744,0.8783068783068784,0.9047619047619048,0.999748833729026,0.9993933774556878,0.006028609415913433,0.00638406568925165,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9047619047619048,0.00035545627333821717,0.8888888888888888,True,False,0.02645502645502642,0.00035545627333821717
3,63,61,2,2,2,"[[63,61,2]]_3",2,{63: 2},63.0,63,784637716923335095479473677900958302012794430558004314112,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9682539682539683,0.0,0.8888888888888888,True,True,0.0,0.0
3,64,56,4,4,4,"[[64,56,4]]_3",8,{55: 8},55.0,55,1288019499434819389697792171687532000683032555584051199606784,0.984254556678617,0.859375,0.859375,0.9981303316079415,0.9981303316079415,0.013875774929324458,0.013875774929324458,1,stabilizer matrix,Semi-Perfect Quantum Code,0.875,0.0,0.8888888888888888,False,True,0.0,0.0
3,64,58,3,3,3,"[[64,58,3]]_3",6,"{55: 2, 56: 2, 58: 2}",56.333333333333336,58,4739324017624826750995868939743182305857816445125448437858304,0.9935190052796149,0.8802083333333334,0.90625,0.9998301914027024,0.9992711143896994,0.005752109110084502,0.006311186123087453,1,stabilizer matrix,Semi-Perfect Quantum Code,0.90625,0.000559077013002951,0.8888888888888888,True,False,0.02604166666666663,0.000559077013002951
3,64,62,2,2,2,"[[64,62,2]]_3",2,{64: 2},64.0,64,6277101735386680763835789423207666416102355444464034512896,0.946394630357186,1.0,1.0,0.946394630357186,0.946394630357186,0.0,0.0,1,stabilizer matrix,Semi-Perfect Quantum Code,0.96875,0.0,0.8888888888888888,True,True,0.0,0.0
3,65,57,4,4,4,"[[65,57,4]]_3",8,"{56: 6, 57: 2}",56.25,57,27067778202408422512822023457643999563226135284642278969180160,0.9904344505472585,0.8653846153846154,0.8769230769230769,0.9987981484589121,0.9996799339258278,0.00924548337856923,0.00836369791165359,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8769230769230769,-0.0008817854669156411,0.8888888888888888,False,False,0.011538461538461539,-0.0008817854669156411
3,65,59,3,3,3,"[[65,59,3]]_3",6,"{56: 4, 59: 2}",57.0,59,27782982976245046999589261623841652712491648543491919330672640,0.9906170563403003,0.8769230769230769,0.9076923076923077,0.9996799339258278,0.9991412941048915,0.008524237764591214,0.009062877585527485,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9076923076923077,0.0005386398209362708,0.8888888888888888,True,False,0.03076923076923077,0.0005386398209362708
3,65,63,2,2,2,"[[65,63,2]]_3",2,{65: 2},65.0,65,50216813883093446110686315385661331328818843555712276103168,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9692307692307692,0.0,0.8888888888888888,True,True,0.0,0.0
3,66,58,4,4,4,"[[66,58,4]]_3",8,"{56: 4, 57: 2, 58: 2}",56.75,58,327257469804675880398406189945080612522000923201634148441653248,0.992614861651978,0.8598484848484849,0.8787878787878788,0.9981879482227045,0.9997708772150373,0.007156015563059337,0.0055730865707265265,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8787878787878788,-0.0015829289923328105,0.8888888888888888,False,False,0.01893939393939394,-0.0015829289923328105
3,66,60,3,3,3,"[[66,60,3]]_3",6,"{56: 2, 57: 2, 60: 2}",57.666666666666664,60,328966897511031071764309119685523398320739236373403165404430336,0.9926507878268997,0.8737373737373737,0.9090909090909091,0.9994907510474806,0.9990046176970633,0.00635382987016353,0.006839963220580891,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9090909090909091,0.0004861333504173615,0.8888888888888888,True,False,0.03535353535353539,0.0004861333504173615
3,66,64,2,2,2,"[[66,64,2]]_3",2,{66: 2},66.0,66,401734511064747568885490523085290650630550748445698208825344,0.9463946303571862,1.0,1.0,0.946394630357186,0.946394630357186,-2.220446049250313e-16,-2.220446049250313e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9696969696969697,0.0,0.8888888888888888,True,True,0.0,0.0
3,67,59,4,4,4,"[[67,59,4]]_3",8,"{57: 4, 58: 4}",57.5,58,1766130200387586861324187148537700477676007900728036968621932544,0.9892510597123441,0.8582089552238806,0.8656716417910447,0.9979848450071145,0.9988265550977378,0.009575495385393706,0.008733785294770424,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8805970149253731,-0.0008417100906232822,0.8888888888888888,False,False,0.007462686567164179,-0.0008417100906232822
3,67,61,3,3,3,"[[67,61,3]]_3",6,"{57: 2, 58: 2, 61: 2}",58.666666666666664,61,2989621873328449431552320420409668490431398855453969920150208512,0.9928265071773295,0.8756218905472637,0.9104477611940298,0.9996077798702427,0.9988617277115897,0.0060352205342601994,0.006781272692913287,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9104477611940298,0.0007460521586530877,0.8888888888888888,True,False,0.034825870646766205,0.0007460521586530877
3,67,65,2,2,2,"[[67,65,2]]_3",2,{67: 2},67.0,67,3213876088517980551083924184682325205044405987565585670602752,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9701492537313433,0.0,0.8888888888888888,True,True,0.0,0.0
3,68,60,4,4,4,"[[68,60,4]]_3",8,"{59: 6, 60: 2}",59.25,60,20768407013744671634809994393219552264138012828212376753099767808,0.9911989406775698,0.8713235294117647,0.8823529411764706,0.9993194736539148,0.9999032143108053,0.00870427363323556,0.008120532976345074,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8823529411764706,-0.0005837406568904857,0.8888888888888888,False,False,0.011029411764705883,-0.0005837406568904857
3,68,62,3,3,3,"[[68,62,3]]_3",6,"{58: 4, 62: 2}",59.333333333333336,62,17697289185330641015767719159870493731256323542419409702525861888,0.9901279273422212,0.8725490196078431,0.9117647058823529,0.999409409674658,0.9987132134725715,0.008585286130350256,0.009281482332436752,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9117647058823529,0.0006961962020864965,0.8888888888888888,True,False,0.03921568627450977,0.0006961962020864965
3,68,66,2,2,2,"[[68,66,2]]_3",2,{68: 2},68.0,68,25711008708143844408671393477458601640355247900524685364822016,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9705882352941176,0.0,0.8888888888888888,True,True,0.0,0.0
3,69,61,4,4,4,"[[69,61,4]]_3",8,"{59: 2, 60: 6}",59.75,60,151986978600586006054745868059470359751191821151917848056775573504,0.9899620392702578,0.8659420289855072,0.8695652173913043,0.9988530200418297,0.9991797989494964,0.009217759679238546,0.00889098077157191,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8840579710144928,-0.0003267789076666361,0.8888888888888888,False,False,0.0036231884057971015,-0.0003267789076666361
3,69,63,3,3,3,"[[69,63,3]]_3",6,"{59: 4, 63: 2}",60.333333333333336,63,159197662483729317364134732994225016087502802770366469993744302080,0.9902677724026953,0.8743961352657005,0.9130434782608695,0.9995333355053353,0.9985596158712013,0.008291843468506088,0.00926556310264004,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9130434782608695,0.0009737196341339516,0.8888888888888888,True,False,0.038647342995169046,0.0009737196341339516
3,69,67,2,2,2,"[[69,67,2]]_3",2,{69: 2},69.0,69,205688069665150755269371147819668813122841983204197482918576128,0.946394630357186,1.0,1.0,0.946394630357186,0.946394630357186,0.0,0.0,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9710144927536232,0.0,0.8888888888888888,True,True,0.0,0.0
3,70,62,4,4,4,"[[70,62,4]]_3",8,{61: 8},61.0,61,797308740199795441598666848836565821645596438829732973412593172480,0.9865959629611191,0.8714285714285714,0.8714285714285714,0.999327422036514,0.999327422036514,0.012731459075394969,0.012731459075394969,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8857142857142857,0.0,0.8888888888888888,False,True,0.0,0.0
3,70,64,3,3,3,"[[70,64,3]]_3",6,"{60: 4, 64: 2}",61.333333333333336,64,1430976291382778028449865380714336480703447479528686074459456536576,0.99039861885899,0.8761904761904762,0.9142857142857143,0.9996401834968308,0.9984014316743419,0.008002812815351867,0.00924156463784076,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9142857142857143,0.0012387518224888927,0.8888888888888888,True,False,0.038095238095238064,0.0012387518224888927
3,70,68,2,2,2,"[[70,68,2]]_3",2,{70: 2},70.0,70,1645504557321206042154969182557350504982735865633579863348609024,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9714285714285714,0.0,0.8888888888888888,True,True,0.0,0.0
3,71,63,4,4,4,"[[71,63,4]]_3",8,"{61: 4, 62: 4}",61.5,62,12965268901119899422899611564468155828759521445615109416041555427328,0.9905767503681833,0.8661971830985915,0.8732394366197183,0.9988777311520158,0.9994573743103697,0.008880623942186472,0.008300980783832568,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8873239436619719,-0.0005796431583539041,0.8888888888888888,False,False,0.007042253521126761,-0.0005796431583539041
3,71,65,3,3,3,"[[71,65,3]]_3",6,"{61: 4, 65: 2}",62.333333333333336,65,12852893872724494010783471919272332159604509342077817026736753213440,0.9905209490547667,0.8779342723004695,0.9154929577464789,0.9997310804554543,0.9982391174067278,0.007718168351961041,0.009210131400687604,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9154929577464789,0.0014919630487265634,0.8888888888888888,True,False,0.037558685446009356,0.0014919630487265634
3,71,69,2,2,2,"[[71,69,2]]_3",2,{71: 2},71.0,71,13164036458569648337239753460458804039861886925068638906788872192,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.971830985915493,0.0,0.8888888888888888,True,True,0.0,0.0
3,72,64,4,4,4,"[[72,64,4]]_3",8,"{62: 2, 63: 6}",62.75,63,119374387306890663499373485953734971976667143129043743838644180353024,0.9908515346837427,0.8715277777777778,0.875,0.9993348876883273,0.9995707916616016,0.008719256977858914,0.008483353004584693,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8888888888888888,-0.00023590397327422075,0.8888888888888888,False,False,0.003472222222222222,-0.00023590397327422075
3,72,66,3,3,3,"[[72,66,3]]_3",6,"{62: 4, 66: 2}",63.333333333333336,66,115358074603719810328677170322840079281672424831191423639075145383936,0.9906352031633376,0.8796296296296297,0.9166666666666666,0.9998070726367829,0.9980730928536479,0.007437889690310229,0.009171869473445282,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9166666666666666,0.0017339797831350534,0.8888888888888888,True,False,0.03703703703703701,0.0017339797831350534
3,72,70,2,2,2,"[[72,70,2]]_3",2,{72: 2},72.0,72,105312291668557186697918027683670432318895095400549111254310977536,0.9463946303571862,1.0,1.0,0.946394630357186,0.946394630357186,-2.220446049250313e-16,-2.220446049250313e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9722222222222222,0.0,0.8888888888888888,True,True,0.0,0.0
3,73,65,4,4,4,"[[73,65,4]]_3",8,"{63: 2, 64: 6}",63.75,64,1096908705743037285581655668134319952289095287213730625202646524362752,0.9911062970787546,0.8732876712328768,0.8767123287671232,0.9994606521250577,0.9996687302463358,0.008562433167581207,0.008354355046303108,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8904109589041096,-0.0002080781212780991,0.8888888888888888,False,False,0.003424657534246575,-0.0002080781212780991
3,73,67,3,3,3,"[[73,67,3]]_3",6,"{63: 4, 66: 2}",64.0,66,1142080548326083887085795334343425591349951581092773145121636629872640,0.9913578952145212,0.8767123287671232,0.9041095890410958,0.9996687302463358,0.9994432751950286,0.008085379980507401,0.008310835031814623,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9178082191780822,0.00022545505130722177,0.8888888888888888,True,False,0.0273972602739726,0.00022545505130722177
3,73,71,2,2,2,"[[73,71,2]]_3",2,{73: 2},73.0,73,842498333348457493583344221469363458551160763204392890034487820288,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9726027397260274,0.0,0.8888888888888888,True,True,0.0,0.0
3,74,66,4,4,4,"[[74,66,4]]_3",8,"{64: 2, 65: 6}",64.75,65,10059684113352812029308688306907053921420506351968657784978117270437888,0.9913422009077996,0.875,0.8783783783783784,0.9995707916616016,0.9997521728816041,0.008409971973804553,0.008228590753802001,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8918918918918919,-0.0001813812200025522,0.8888888888888888,False,False,0.0033783783783783786,-0.0001813812200025522
3,74,68,3,3,3,"[[74,68,3]]_3",6,"{64: 4, 67: 2}",65.0,67,10293137691241877428014396883158675067025923052973498203325992915697664,0.9914832982325,0.8783783783783784,0.9054054054054054,0.9997521728816041,0.9993419519253156,0.007858653692815576,0.008268874649104085,1,stabilizer matrix,Semi-Perfect Quantum Code,0.918918918918919,0.0004102209562885095,0.8888888888888888,True,False,0.02702702702702703,0.0004102209562885095
3,74,72,2,2,2,"[[74,72,2]]_3",2,{74: 2},74.0,74,6739986666787659948666753771754907668409286105635143120275902562304,0.946394630357186,1.0,1.0,0.946394630357186,0.946394630357186,0.0,0.0,1,stabilizer matrix,Semi-Perfect Quantum Code,0.972972972972973,0.0,0.8888888888888888,True,True,0.0,0.0
3,75,67,4,4,4,"[[75,67,4]]_3",8,"{65: 6, 66: 2}",65.25,66,92082374956082166537872632777957985738394603597957619849956433948835840,0.9915603327241103,0.87,0.88,0.9992154967662665,0.9998220348573886,0.00826170213327837,0.0076551640421562706,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8933333333333333,-0.0006065380911220997,0.8888888888888888,False,False,0.01,-0.0006065380911220997
3,75,69,3,3,3,"[[75,69,3]]_3",6,"{65: 4, 67: 2}",65.66666666666667,67,95847755244615479420222771104597036473965840710938916920083460485283840,0.991803533434536,0.8755555555555556,0.8933333333333333,0.9996039113423432,0.9999539459907383,0.008150412556202302,0.007800377907807188,1,stabilizer matrix,Semi-Perfect Quantum Code,0.92,-0.00035003464839511444,0.8888888888888888,True,False,0.017777777777777715,-0.00035003464839511444
3,75,73,2,2,2,"[[75,73,2]]_3",2,{75: 2},75.0,75,53919893334301279589334030174039261347274288845081144962207220498432,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9733333333333334,0.0,0.8888888888888888,True,True,0.0,0.0
3,76,68,4,4,4,"[[76,68,4]]_3",8,"{66: 4, 67: 4}",66.5,67,841336571669883430432314907704229496356037220524541017349182809303941120,0.9917617081500584,0.875,0.881578947368421,0.9995707916616016,0.9998791692251494,0.008117461075091037,0.007809083511543191,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8947368421052632,-0.00030837756354784585,0.8888888888888888,False,False,0.006578947368421052,-0.00030837756354784585
3,76,70,3,3,3,"[[76,70,3]]_3",6,"{66: 4, 68: 2}",66.66666666666667,68,868270115380804068461360603028894706323417363638571942274326716764651520,0.9919504095749294,0.8771929824561404,0.8947368421052632,0.9996940089321618,0.9999199620241821,0.007969552449252681,0.007743599357232345,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9210526315789473,-0.00022595309202033675,0.8888888888888888,True,False,0.017543859649122744,-0.00022595309202033675
3,76,74,2,2,2,"[[76,74,2]]_3",2,{76: 2},76.0,76,431359146674410236714672241392314090778194310760649159697657763987456,0.9463946303571861,1.0,1.0,0.946394630357186,0.946394630357186,-1.1102230246251565e-16,-1.1102230246251565e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.9736842105263158,0.0,0.8888888888888888,True,True,0.0,0.0
3,77,69,4,4,4,"[[77,69,4]]_3",8,"{67: 6, 68: 2}",67.25,68,7673366603241289774475118597997118319706602773187410511173499235556392960,0.9919472772341668,0.8733766233766234,0.8831168831168831,0.9994666718288273,0.9999243716157971,0.0079770943816303,0.007519394594660556,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8961038961038961,-0.0004576997869697452,0.8888888888888888,False,False,0.00974025974025974,-0.0004576997869697452
3,77,71,3,3,3,"[[77,71,3]]_3",6,"{67: 4, 69: 2}",67.66666666666667,69,7853704243740497524756554992779659290792539383603095834585332355075932160,0.9920845806051554,0.8787878787878789,0.8961038961038961,0.9997708772150374,0.999877710264845,0.0077931296596895905,0.007686296609882071,1,stabilizer matrix,Semi-Perfect Quantum Code,0.922077922077922,-0.00010683304980751984,0.8888888888888888,True,False,0.017316017316017254,-0.00010683304980751984
3,77,75,2,2,2,"[[77,75,2]]_3",2,{77: 2},77.0,77,3450873173395281893717377931138512726225554486085193277581262111899648,0.9463946303571862,1.0,1.0,0.946394630357186,0.946394630357186,-2.220446049250313e-16,-2.220446049250313e-16,1,stabilizer matrix,Semi-Perfect Quantum Code,0.974025974025974,0.0,0.8888888888888888,True,True,0.0,0.0
3,78,70,4,4,4,"[[78,70,4]]_3",8,"{68: 4, 69: 4}",68.5,69,69862801929393082459028459338756372198691842875036494289744150501869486080,0.9921179293452875,0.8782051282051282,0.8846153846153846,0.999744044329584,0.9999583846341311,0.007840455288843584,0.007626114984296439,1,stabilizer matrix,Semi-Perfect Quantum Code,0.8974358974358975,-0.0002143403045471448,0.8888888888888888,False,False,0.00641025641025641,-0.0002143403045471448
