q,n,M,usable
5,23,0.0192692846160768,True
5,24,0.01850610945056763,True
5,25,0.017800753528094293,True
5,26,0.018519747931426966,True
5,27,0.0,False
5,28,0.009921883603327353,True
5,29,0.0015361570291606563,True
5,30,0.0029346610184046718,True
5,31,0.0017452969258358042,True
5,32,0.004099654961125188,True
5,33,0.0005451016547665111,True
5,34,1.1102230246251565e-16,False
5,35,0.0040937176974583656,True
5,36,0.002013479431778653,True
5,37,0.006797810260216863,True
5,38,0.004045532209692948,True
5,39,0.002393130196041815,True
5,40,0.006217768279503044,True
5,41,0.005504132940050921,True
5,42,0.002257741067905661,True
5,43,0.005083373146486658,True
5,44,0.005558723869287019,True
5,45,0.0054110909122471185,True
5,46,0.004954370808422537,True
5,47,0.0005078009857488741,True
5,48,0.00500304231427251,True
5,49,0.0032441462699938084,True
5,50,0.004575775072063304,True
5,51,0.0015097019758121277,True
5,52,0.001889510819494733,True
5,53,0.001020297219148425,True
5,54,0.003348493763886351,True
5,55,0.001826207650314049,True
5,56,0.0032476151133060682,True
5,57,0.0022728659936139817,True
5,58,0.002511724557575201,True
5,59,0.004381100036678909,True
5,60,0.0030341213551720037,True
5,61,0.002979373978625799,True
5,62,0.0024299601272242954,True
5,63,0.0028692293636917166,True
5,64,0.0017006783710368234,True
5,65,0.0021354138048909066,True
5,66,0.0011981869079715768,True
5,67,0.0024208010695284665,True
5,68,0.0017707913928831642,True
5,69,0.004002340955318484,True
5,70,0.003946063051895821,True
5,71,0.0024703114365356438,True
5,72,0.0024554235112760336,True
5,73,0.0010544848629813197,True
5,74,0.003265477214480339,True
5,75,0.0018320387674256589,True
5,76,0.0024544829783149646,True
5,77,0.0018515769690888861,True
5,78,0.002345212789416906,True
5,79,0.0018620515660080494,True
5,80,0.0032309460835355797,True
5,81,0.00211885778660581,True
5,82,0.0022701503146601576,True
5,83,0.002249078887468836,True
5,84,0.0021115755683578374,True
5,85,0.003457321376508782,True
5,86,0.0010915412589580509,True
5,87,0.003160074418606773,True
5,88,0.003445140609018016,True
5,89,0.0010892935542520243,True
5,90,0.002140353129144512,True
5,91,0.0012715722576878141,True
5,92,0.0032535105011032295,True
5,93,0.0019319638410860707,True
5,94,0.002969598553237196,True
5,95,0.001900434798829953,True
5,96,0.0018847127350545279,True
5,97,0.0018690294451544354,True
5,98,0.0018533920078275257,True
5,99,0.0018378069357882776,True
5,100,0.0018222802156691031,True
7,2,0.0,False
7,3,1.1102230246251565e-16,False
7,4,0.05543975256092437,True
7,5,0.04586924045234886,True
7,6,0.04757991220740776,True
7,7,0.04196951535684257,True
7,8,0.04069927814832164,True
7,9,0.037052376420247835,True
7,10,0.03553630521035389,True
7,11,0.03296440296821557,True
7,12,0.031599561966763945,True
7,13,0.029678628286172182,True
7,14,0.028509362105978764,True
7,15,0.02638603255802363,True
7,16,0.025643776035661703,True
7,17,0.024816836548321564,True
7,18,0.023965915374906555,True
7,19,0.020499826410886324,True
7,20,0.019558276459706536,True
7,21,0.018698011087345034,True
7,22,0.017909153702360125,True
7,23,0.017183323524875616,True
7,24,0.017391265199171335,True
7,25,0.016748600338004516,True
7,26,0.015317451560665107,True
7,27,0.014781636235276396,True
7,28,0.015073683887047884,True
7,29,0.013814350223835481,True
7,30,0.014129608225765478,True
7,31,0.01370014636298622,True
7,32,0.013295793582288162,True
7,33,0.012914433090290611,True
7,34,0.012554176570628184,True
7,35,0.012213334639519124,True
7,36,0.011890391681616985,True
7,37,0.011583984345903797,True
7,38,0.011292883108944718,True
7,39,0.011015976416790085,True
7,40,0.010752257001574561,True
7,41,0.010500810037984531,True
7,42,0.010260802861283391,True
7,43,0.010031476014845775,True
7,44,0.009812135433135194,True
7,45,0.00960214559732453,True
7,46,0.009400923526575178,True
7,47,0.009207933489343456,True
7,48,0.009022682336836896,True
7,49,0.008844715375505574,True
7,50,0.009070331300169876,True
7,51,0.0,False
7,52,0.0011595842365548226,True
7,53,1.1102230246251565e-16,False
7,54,0.0,False
7,55,6.278457718400521e-05,True
7,56,0.0032167642554228326,True
7,57,0.0005827137746041711,True
7,58,0.002445817598435096,True
7,59,0.0002608466582794122,True
7,60,1.1102230246251565e-16,False
7,61,1.1102230246251565e-16,False
7,62,0.00020365986301151828,True
7,63,0.0004112236700412053,True
7,64,0.0,False
7,65,0.0004722547162628876,True
7,66,1.1102230246251565e-16,False
7,67,0.0019389408204744107,True
7,68,0.0,False
7,69,0.0,False
7,70,1.1102230246251565e-16,False
7,71,0.001753462027668351,True
7,72,0.0,False
7,73,0.00011604064554715521,True
7,74,1.1102230246251565e-16,False
7,75,1.1102230246251565e-16,False
7,76,1.1102230246251565e-16,False
7,77,0.0,False
7,78,1.1102230246251565e-16,False
7,79,1.1102230246251565e-16,False
7,80,0.00020907751139631614,True
7,81,0.0,False
7,82,0.0002331524930208051,True
7,83,-1.1102230246251565e-16,False
7,84,1.1102230246251565e-16,False
7,85,0.00010982171970241872,True
7,86,0.0001310091107863398,True
