q,n,k,d,label,delta_avg,delta_max,C,C_prime,D,past_peak,uniform
3,34,26,4,"[[34,26,4]]_3",0.8308823529411765,0.8529411764705882,0.013600773261471688,0.009523411974667106,-0.004077361286804582,False,False
3,34,28,3,"[[34,28,3]]_3",0.8431372549019608,0.8823529411764706,0.016021618177900487,0.011776944777817211,-0.004244673400083276,False,False
3,34,32,2,"[[34,32,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,35,27,4,"[[35,27,4]]_3",0.8285714285714286,0.8571428571428571,0.017986619193585462,0.012805194035283352,-0.005181425158302111,False,False
3,35,29,3,"[[35,29,3]]_3",0.8285714285714286,0.8857142857142857,0.017537581500866373,0.01022656363618657,-0.007311017864679803,False,False
3,35,33,2,"[[35,33,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,36,28,4,"[[36,28,4]]_3",0.8263888888888888,0.8611111111111112,0.012349710084294752,0.006170072573132512,-0.006179637511162239,False,False
3,36,30,3,"[[36,30,3]]_3",0.8240740740740741,0.8888888888888888,0.015628665148376464,0.00723102508198703,-0.008397640066389433,False,False
3,36,34,2,"[[36,34,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,37,29,4,"[[37,29,4]]_3",0.8378378378378378,0.8648648648648649,0.011774267931416671,0.007679873578879448,-0.004094394352537223,False,False
3,37,31,3,"[[37,31,3]]_3",0.8378378378378378,0.8918918918918919,0.01611556090766242,0.010788001259057989,-0.00532755964860443,True,False
3,37,35,2,"[[37,35,2]]_3",1.0,1.0,0.0,0.0,0.0,True,True
3,38,30,4,"[[38,30,4]]_3",0.8355263157894737,0.868421052631579,0.012455898934733756,0.007556284610685915,-0.004899614324047841,False,False
3,38,32,3,"[[38,32,3]]_3",0.8421052631578947,0.8947368421052632,0.015442844986083282,0.010992811081317111,-0.004450033904766171,True,False
3,38,36,2,"[[38,36,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,39,31,4,"[[39,31,4]]_3",0.8397435897435898,0.8717948717948718,0.010711577857889454,0.006381398491827395,-0.004330179366062059,False,False
3,39,33,3,"[[39,33,3]]_3",0.8376068376068375,0.8974358974358975,0.01332853841378523,0.00810622468183364,-0.005222313731951589,True,False
3,39,37,2,"[[39,37,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,40,32,4,"[[40,32,4]]_3",0.84375,0.875,0.011402993801985617,0.007600999126815222,-0.003801994675170395,False,False
3,40,34,3,"[[40,34,3]]_3",0.8416666666666666,0.9,0.012606821879496022,0.008288680098266776,-0.0043181417812292455,True,False
3,40,38,2,"[[40,38,2]]_3",1.0,1.0,0.0,0.0,0.0,True,True
3,41,33,4,"[[41,33,4]]_3",0.8414634146341463,0.8536585365853658,0.014035700009188634,0.01201771482377434,-0.002017985185414295,False,False
3,41,35,3,"[[41,35,3]]_3",0.8536585365853658,0.926829268292683,0.009732370779497623,0.010820743190821602,0.001088372411323979,True,False
3,41,39,2,"[[41,39,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,42,34,4,"[[42,34,4]]_3",0.8214285714285714,0.8333333333333334,0.014919141356983023,0.012144679002904502,-0.002774462354078522,False,False
3,42,36,3,"[[42,36,3]]_3",0.888888888888889,0.9523809523809523,0.00402338561810045,0.01556520967856545,0.011541824060465,True,False
3,42,40,2,"[[42,40,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,43,35,4,"[[43,35,4]]_3",0.8255813953488372,0.8372093023255814,0.01449015574359025,0.011930358528852714,-0.002559797214737536,False,False
3,43,37,3,"[[43,37,3]]_3",0.8914728682170543,0.9534883720930233,0.0032728915048625407,0.015267243684378706,0.011994352179516166,True,False
3,43,41,2,"[[43,41,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,44,36,4,"[[44,36,4]]_3",0.8238636363636364,0.8409090909090909,0.01408052487748257,0.010384804118167557,-0.003695720759315013,False,False
3,44,38,3,"[[44,38,3]]_3",0.8863636363636364,0.9545454545454546,-0.0012102370707466337,0.01124348993780111,0.012453727008547744,True,False
3,44,42,2,"[[44,42,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,45,37,4,"[[45,37,4]]_3",0.8277777777777777,0.8444444444444444,0.013689022325538036,0.010279766570394533,-0.003409255755143503,False,False
3,45,39,3,"[[45,39,3]]_3",0.8888888888888888,0.9555555555555556,-0.0020136296358759243,0.01090374700321739,0.012917376639093314,True,False
3,45,43,2,"[[45,43,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,46,38,4,"[[46,38,4]]_3",0.8315217391304348,0.8478260869565217,0.013314521094498932,0.010174031223815994,-0.0031404898706829387,False,False
3,46,40,3,"[[46,40,3]]_3",0.8768115942028986,0.9347826086956522,0.008323746245550767,0.013600515697871907,0.0052767694523211395,True,False
3,46,44,2,"[[46,44,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,47,39,4,"[[47,39,4]]_3",0.8351063829787234,0.851063829787234,0.012955983914100688,0.010067952974371797,-0.0028880309397288917,False,False
3,47,41,3,"[[47,41,3]]_3",0.8794326241134752,0.9574468085106383,-0.0006969598046244752,0.01288966456110574,0.013586624365730215,True,False
3,47,45,2,"[[47,45,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,48,40,4,"[[48,40,4]]_3",0.828125,0.8333333333333334,0.013619684288195044,0.012461499935215614,-0.00115818435297943,False,False
3,48,42,3,"[[48,42,3]]_3",0.8819444444444445,0.9583333333333334,-0.0015694782612630798,0.0125307644614987,0.01410024272276178,True,False
3,48,46,2,"[[48,46,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,49,41,4,"[[49,41,4]]_3",0.8367346938775511,0.8367346938775511,0.017464316782347944,0.017464316782347944,0.0,False,True
3,49,43,3,"[[49,43,3]]_3",0.8775510204081632,0.9183673469387755,0.009355016586085174,0.011249285816908317,0.0018942692308231424,True,False
3,49,47,2,"[[49,47,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,50,42,4,"[[50,42,4]]_3",0.835,0.84,0.012949782248756314,0.01194929208751383,-0.0010004901612424844,False,False
3,50,44,3,"[[50,44,3]]_3",0.88,0.92,0.00889954206656185,0.011165108312395144,0.002265566245833295,True,False
3,50,48,2,"[[50,48,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,51,43,4,"[[51,43,4]]_3",0.8431372549019608,0.8431372549019608,0.016813205398237274,0.016813205398237274,0.0,False,True
3,51,45,3,"[[51,45,3]]_3",0.8758169934640523,0.9019607843137255,0.009975665722622429,0.010002799192233569,2.713346961114027e-05,True,False
3,51,49,2,"[[51,49,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,52,44,4,"[[52,44,4]]_3",0.8413461538461539,0.8461538461538461,0.01233121050719399,0.011471287181744949,-0.0008599233254490413,False,False
3,52,46,3,"[[52,46,3]]_3",0.8782051282051282,0.9230769230769231,0.005433111389272605,0.008158509718710794,0.002725398329438189,True,False
3,52,50,2,"[[52,50,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,53,45,4,"[[53,45,4]]_3",0.8443396226415094,0.8490566037735849,0.012039438462510432,0.011244120661339174,-0.000795317801171258,False,False
3,53,47,3,"[[53,47,3]]_3",0.8742138364779874,0.9245283018867925,0.008934761473492259,0.011712466802111132,0.0027777053286188735,True,False
3,53,51,2,"[[53,51,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,54,46,4,"[[54,46,4]]_3",0.8518518518518519,0.8518518518518519,0.015922171030591015,0.015922171030591015,0.0,False,True
3,54,48,3,"[[54,48,3]]_3",0.8765432098765432,0.9259259259259259,0.008469808779257182,0.01166282102752736,0.0031930122482701773,True,False
3,54,52,2,"[[54,52,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,55,47,4,"[[55,47,4]]_3",0.85,0.8545454545454545,0.01148786689471537,0.010811673921685916,-0.0006761929730294547,False,False
3,55,49,3,"[[55,49,3]]_3",0.8666666666666666,0.8909090909090909,0.010480721718713282,0.009412706674539528,-0.0010680150441737535,True,False
3,55,53,2,"[[55,53,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,56,48,4,"[[56,48,4]]_3",0.8482142857142857,0.8571428571428571,0.01122696874088458,0.009912294150644096,-0.0013146745902404833,False,False
3,56,50,3,"[[56,50,3]]_3",0.875,0.9107142857142857,0.009327465277324754,0.010065800112167733,0.0007383348348429797,True,False
3,56,54,2,"[[56,54,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,57,49,4,"[[57,49,4]]_3",0.8508771929824561,0.8596491228070176,0.010975323983323904,0.009766459060768451,-0.0012088649225554526,False,False
3,57,51,3,"[[57,51,3]]_3",0.8713450292397661,0.9122807017543859,0.006895889345773676,0.007564637836356636,0.0006687484905829599,True,False
3,57,55,2,"[[57,55,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,58,50,4,"[[58,50,4]]_3",0.853448275862069,0.8620689655172413,0.010732470001971639,0.009624114856292887,-0.0011083551456787522,False,False
3,58,52,3,"[[58,52,3]]_3",0.8793103448275862,0.9137931034482759,0.008617114305691453,0.009945589504717134,0.0013284751990256805,True,False
3,58,56,2,"[[58,56,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,59,51,4,"[[59,51,4]]_3",0.8559322033898306,0.864406779661017,0.010497973960487239,0.009485162803718694,-0.001012811156768545,False,False
3,59,53,3,"[[59,53,3]]_3",0.8700564971751413,0.8983050847457628,0.007223286114732219,0.006652932140404633,-0.0005703539743275865,True,False
3,59,57,2,"[[59,57,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,60,52,4,"[[60,52,4]]_3",0.8625,0.8666666666666667,0.010271430476307408,0.009843785280056472,-0.00042764519625093644,False,False
3,60,54,3,"[[60,54,3]]_3",0.8777777777777778,0.9,0.009020380976726639,0.009037024678012373,1.6643701285734558e-05,True,False
3,60,58,2,"[[60,58,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,61,53,4,"[[61,53,4]]_3",0.8524590163934426,0.8524590163934426,0.0145282212134632,0.0145282212134632,0.0,False,True
3,61,55,3,"[[61,55,3]]_3",0.8797814207650273,0.9016393442622951,0.00875528543607973,0.008956463059559994,0.00020117762348026424,True,False
3,61,59,2,"[[61,59,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,62,54,4,"[[62,54,4]]_3",0.8629032258064516,0.8709677419354839,0.009840704406682721,0.009087695819705255,-0.0007530085869774661,False,False
3,62,56,3,"[[62,56,3]]_3",0.8817204301075269,0.9032258064516129,0.00849830645979377,0.008874748806859456,0.00037644234706568636,True,False
3,62,60,2,"[[62,60,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,63,55,4,"[[63,55,4]]_3",0.8611111111111112,0.873015873015873,0.009635830205538376,0.00853121985198213,-0.0011046103535562457,False,False
3,63,57,3,"[[63,57,3]]_3",0.8783068783068784,0.9047619047619048,0.006028609415913433,0.00638406568925165,0.00035545627333821717,True,False
3,63,61,2,"[[63,61,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,64,56,4,"[[64,56,4]]_3",0.859375,0.859375,0.013875774929324458,0.013875774929324458,0.0,False,True
3,64,58,3,"[[64,58,3]]_3",0.8802083333333334,0.90625,0.005752109110084502,0.006311186123087453,0.000559077013002951,True,False
3,64,62,2,"[[64,62,2]]_3",1.0,1.0,0.0,0.0,0.0,True,True
3,65,57,4,"[[65,57,4]]_3",0.8653846153846154,0.8769230769230769,0.00924548337856923,0.00836369791165359,-0.0008817854669156411,False,False
3,65,59,3,"[[65,59,3]]_3",0.8769230769230769,0.9076923076923077,0.008524237764591214,0.009062877585527485,0.0005386398209362708,True,False
3,65,63,2,"[[65,63,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,66,58,4,"[[66,58,4]]_3",0.8598484848484849,0.8787878787878788,0.007156015563059337,0.0055730865707265265,-0.0015829289923328105,False,False
3,66,60,3,"[[66,60,3]]_3",0.8737373737373737,0.9090909090909091,0.00635382987016353,0.006839963220580891,0.0004861333504173615,True,False
3,66,64,2,"[[66,64,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,67,59,4,"[[67,59,4]]_3",0.8582089552238806,0.8656716417910447,0.009575495385393706,0.008733785294770424,-0.0008417100906232822,False,False
3,67,61,3,"[[67,61,3]]_3",0.8756218905472637,0.9104477611940298,0.0060352205342601994,0.006781272692913287,0.0007460521586530877,True,False
3,67,65,2,"[[67,65,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,68,60,4,"[[68,60,4]]_3",0.8713235294117647,0.8823529411764706,0.00870427363323556,0.008120532976345074,-0.0005837406568904857,False,False
3,68,62,3,"[[68,62,3]]_3",0.8725490196078431,0.9117647058823529,0.008585286130350256,0.009281482332436752,0.0006961962020864965,True,False
3,68,66,2,"[[68,66,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,69,61,4,"[[69,61,4]]_3",0.8659420289855072,0.8695652173913043,0.009217759679238546,0.00889098077157191,-0.0003267789076666361,False,False
3,69,63,3,"[[69,63,3]]_3",0.8743961352657005,0.9130434782608695,0.008291843468506088,0.00926556310264004,0.0009737196341339516,True,False
3,69,67,2,"[[69,67,2]]_3",1.0,1.0,0.0,0.0,0.0,True,True
3,70,62,4,"[[70,62,4]]_3",0.8714285714285714,0.8714285714285714,0.012731459075394969,0.012731459075394969,0.0,False,True
3,70,64,3,"[[70,64,3]]_3",0.8761904761904762,0.9142857142857143,0.008002812815351867,0.00924156463784076,0.0012387518224888927,True,False
3,70,68,2,"[[70,68,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,71,63,4,"[[71,63,4]]_3",0.8661971830985915,0.8732394366197183,0.008880623942186472,0.008300980783832568,-0.0005796431583539041,False,False
3,71,65,3,"[[71,65,3]]_3",0.8779342723004695,0.9154929577464789,0.007718168351961041,0.009210131400687604,0.0014919630487265634,True,False
3,71,69,2,"[[71,69,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,72,64,4,"[[72,64,4]]_3",0.8715277777777778,0.875,0.008719256977858914,0.008483353004584693,-0.00023590397327422075,False,False
3,72,66,3,"[[72,66,3]]_3",0.8796296296296297,0.9166666666666666,0.007437889690310229,0.009171869473445282,0.0017339797831350534,True,False
3,72,70,2,"[[72,70,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,73,65,4,"[[73,65,4]]_3",0.8732876712328768,0.8767123287671232,0.008562433167581207,0.008354355046303108,-0.0002080781212780991,False,False
3,73,67,3,"[[73,67,3]]_3",0.8767123287671232,0.9041095890410958,0.008085379980507401,0.008310835031814623,0.00022545505130722177,True,False
3,73,71,2,"[[73,71,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,74,66,4,"[[74,66,4]]_3",0.875,0.8783783783783784,0.008409971973804553,0.008228590753802001,-0.0001813812200025522,False,False
3,74,68,3,"[[74,68,3]]_3",0.8783783783783784,0.9054054054054054,0.007858653692815576,0.008268874649104085,0.0004102209562885095,True,False
3,74,72,2,"[[74,72,2]]_3",1.0,1.0,0.0,0.0,0.0,True,True
3,75,67,4,"[[75,67,4]]_3",0.87,0.88,0.00826170213327837,0.0076551640421562706,-0.0006065380911220997,False,False
3,75,69,3,"[[75,69,3]]_3",0.8755555555555556,0.8933333333333333,0.008150412556202302,0.007800377907807188,-0.00035003464839511444,True,False
3,75,73,2,"[[75,73,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,76,68,4,"[[76,68,4]]_3",0.875,0.881578947368421,0.008117461075091037,0.007809083511543191,-0.00030837756354784585,False,False
3,76,70,3,"[[76,70,3]]_3",0.8771929824561404,0.8947368421052632,0.007969552449252681,0.007743599357232345,-0.00022595309202033675,True,False
3,76,74,2,"[[76,74,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,77,69,4,"[[77,69,4]]_3",0.8733766233766234,0.8831168831168831,0.0079770943816303,0.007519394594660556,-0.0004576997869697452,False,False
3,77,71,3,"[[77,71,3]]_3",0.8787878787878789,0.8961038961038961,0.0077931296596895905,0.007686296609882071,-0.00010683304980751984,True,False
3,77,75,2,"[[77,75,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,78,70,4,"[[78,70,4]]_3",0.8782051282051282,0.8846153846153846,0.007840455288843584,0.007626114984296439,-0.0002143403045471448,False,False
3,78,72,3,"[[78,72,3]]_3",0.8803418803418804,0.8974358974358975,0.007620996537914593,0.0076285627201000406,7.566182185447801e-06,True,False
3,78,76,2,"[[78,76,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,79,71,4,"[[79,71,4]]_3",0.879746835443038,0.8860759493670886,0.007707404222520808,0.007537373713872753,-0.0001700305086480558,False,False
3,79,73,3,"[[79,73,3]]_3",0.8818565400843883,0.8987341772151899,0.007453012022736072,0.007570483027142805,0.00011747100440673286,True,False
3,79,77,2,"[[79,77,2]]_3",1.0,1.0,0.0,0.0,0.0,True,True
3,80,72,4,"[[80,72,4]]_3",0.875,0.875,0.011445943978749096,0.011445943978749096,0.0,False,True
3,80,74,3,"[[80,74,3]]_3",0.8833333333333334,0.9,0.007289041259576079,0.007512135785378016,0.00022309452580193678,True,False
3,80,78,2,"[[80,78,2]]_3",1.0,1.0,0.0,0.0,0.0,True,True
3,81,73,4,"[[81,73,4]]_3",0.8765432098765432,0.8765432098765432,0.011309564526820748,0.011309564526820748,0.0,False,True
3,81,75,3,"[[81,75,3]]_3",0.8847736625514404,0.9012345679012346,0.007128955245904733,0.007453592738631443,0.0003246374927267093,True,False
3,81,79,2,"[[81,79,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,82,74,4,"[[82,74,4]]_3",0.8780487804878049,0.8780487804878049,0.011176384687046736,0.011176384687046736,0.0,False,True
3,82,76,3,"[[82,76,3]]_3",0.8861788617886179,0.9024390243902439,0.006972630501640098,0.007394919644177156,0.00042228914253705785,True,False
3,82,80,2,"[[82,80,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,83,77,3,"[[83,77,3]]_3",0.8835341365461847,0.891566265060241,0.007208517095659284,0.007159992584788832,-4.852451087045129e-05,True,False
3,83,81,2,"[[83,81,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,84,78,3,"[[84,78,3]]_3",0.8849206349206349,0.8928571428571429,0.007091535679768057,0.007092291845722132,7.561659540744614e-07,True,False
3,84,82,2,"[[84,82,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,85,79,3,"[[85,79,3]]_3",0.8823529411764706,0.8823529411764706,0.010794959558617201,0.010794959558617201,0.0,False,True
3,85,83,2,"[[85,83,2]]_3",1.0,1.0,0.0,0.0,0.0,True,True
3,86,80,3,"[[86,80,3]]_3",0.8837209302325582,0.8837209302325582,0.010673518950534588,0.010673518950534588,0.0,False,True
3,86,84,2,"[[86,84,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,87,81,3,"[[87,81,3]]_3",0.8888888888888888,0.896551724137931,0.006757473517634338,0.006895585748110333,0.0001381122304759952,True,False
3,87,85,2,"[[87,85,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,88,82,3,"[[88,82,3]]_3",0.8901515151515151,0.8977272727272727,0.006651428940665394,0.006832081869025175,0.0001806529283597813,True,False
3,88,86,2,"[[88,86,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,89,83,3,"[[89,83,3]]_3",0.8876404494382022,0.8876404494382022,0.01032500670310832,0.01032500670310832,0.0,False,True
3,89,87,2,"[[89,87,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,90,84,3,"[[90,84,3]]_3",0.8888888888888888,0.8888888888888888,0.010213824017739292,0.010213824017739292,0.0,False,True
3,90,88,2,"[[90,88,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,91,85,3,"[[91,85,3]]_3",0.8901098901098901,0.8901098901098901,0.01010500337652942,0.01010500337652942,0.0,True,True
3,91,89,2,"[[91,89,2]]_3",1.0,1.0,0.0,0.0,0.0,True,True
3,92,90,2,"[[92,90,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,93,86,3,"[[93,86,3]]_3",0.8755760368663594,0.9032258064516129,0.004361136157594814,0.004458926175101907,9.779001750709337e-05,True,False
3,93,91,2,"[[93,91,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,94,87,3,"[[94,87,3]]_3",0.8799392097264437,0.9148936170212766,0.0011953901880551454,0.002694246012472812,0.0014988558244176664,True,False
3,94,92,2,"[[94,92,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,95,88,3,"[[95,88,3]]_3",0.8827067669172933,0.9157894736842105,0.0010319546767090237,0.0027473436697152964,0.0017153889930062727,True,False
3,95,93,2,"[[95,93,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,96,89,3,"[[96,89,3]]_3",0.8630952380952381,0.875,0.005056743082593629,0.004046049063746948,-0.0010106940188466806,False,False
3,96,94,2,"[[96,94,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,97,90,3,"[[97,90,3]]_3",0.8851251840942563,0.9072164948453608,0.002591267689282306,0.003373584144904851,0.0007823164556225448,True,False
3,97,95,2,"[[97,95,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,98,91,3,"[[98,91,3]]_3",0.8629737609329445,0.8877551020408163,0.005199907271917992,0.0037497601288730698,-0.001450147143044922,False,False
3,98,96,2,"[[98,96,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
3,99,92,3,"[[99,92,3]]_3",0.8831168831168832,0.9090909090909091,0.0015389977749713513,0.00245875169370513,0.0009197539187337789,True,False
3,99,97,2,"[[99,97,2]]_3",1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.0,True,True
3,100,93,3,"[[100,93,3]]_3",0.8785714285714286,0.91,0.0012512221520560862,0.0021022912403666494,0.0008510690883105632,True,False
3,100,98,2,"[[100,98,2]]_3",1.0,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,True,True
4,2,0,2,"[[2,0,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,3,1,2,"[[3,1,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,4,0,3,"[[4,0,3]]_4",0.75,0.75,0.07781953111478324,0.07781953111478324,0.0,False,True
4,4,2,2,"[[4,2,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,5,1,3,"[[5,1,3]]_4",0.8,0.8,0.06438561897747253,0.06438561897747253,0.0,False,True
4,5,3,2,"[[5,3,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,6,0,4,"[[6,0,4]]_4",0.6666666666666666,0.6666666666666666,0.06678685036326737,0.06678685036326737,0.0,False,True
4,6,2,3,"[[6,2,3]]_4",0.8333333333333334,0.8333333333333334,0.05479883454870704,0.05479883454870704,0.0,False,True
4,6,4,2,"[[6,4,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,7,3,3,"[[7,3,3]]_4",0.8571428571428571,0.8571428571428571,0.047655518857810275,0.047655518857810275,0.0,False,True
4,7,5,2,"[[7,5,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,8,2,4,"[[8,2,4]]_4",0.75,0.75,0.05258968980048295,0.05258968980048295,0.0,False,True
4,8,4,3,"[[8,4,3]]_4",0.875,0.875,0.04214111079989902,0.04214111079989902,0.0,False,True
4,8,6,2,"[[8,6,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,9,1,5,"[[9,1,5]]_4",0.6666666666666666,0.6666666666666666,0.052009585658656876,0.052009585658656876,0.0,False,True
4,9,3,4,"[[9,3,4]]_4",0.7777777777777778,0.7777777777777778,0.04744209880931327,0.04744209880931327,0.0,False,True
4,9,5,3,"[[9,5,3]]_4",0.8888888888888888,0.8888888888888888,0.03776111143162497,0.03776111143162497,0.0,False,True
4,9,7,2,"[[9,7,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,10,0,6,"[[10,0,6]]_4",0.6,0.6,0.049881510672014184,0.049881510672014184,0.0,False,True
4,10,4,4,"[[10,4,4]]_4",0.8,0.8,0.04318569631359859,0.04318569631359859,0.0,False,True
4,10,6,3,"[[10,6,3]]_4",0.9,0.9,0.0342006960251362,0.0342006960251362,0.0,False,True
4,10,8,2,"[[10,8,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,11,5,4,"[[11,5,4]]_4",0.8181818181818182,0.8181818181818182,0.03961506996601816,0.03961506996601816,0.0,False,True
4,11,7,3,"[[11,7,3]]_4",0.9090909090909091,0.9090909090909091,0.031250800852257954,0.031250800852257954,0.0,False,True
4,11,9,2,"[[11,9,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,12,6,4,"[[12,6,4]]_4",0.8333333333333334,0.8333333333333334,0.03658072792545419,0.03658072792545419,0.0,False,True
4,12,8,3,"[[12,8,3]]_4",0.9166666666666666,0.9166666666666666,0.028767493810884393,0.028767493810884393,0.0,False,True
4,12,10,2,"[[12,10,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,13,9,3,"[[13,9,3]]_4",0.9230769230769231,0.9230769230769231,0.026648588635369896,0.026648588635369896,0.0,False,True
4,13,11,2,"[[13,11,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,14,8,4,"[[14,8,4]]_4",0.8571428571428571,0.8571428571428571,0.03170757607060515,0.03170757607060515,0.0,False,True
4,14,10,3,"[[14,10,3]]_4",0.9285714285714286,0.9285714285714286,0.02481960090919011,0.02481960090919011,0.0,False,True
4,14,12,2,"[[14,12,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
4,15,11,3,"[[15,11,3]]_4",0.9333333333333333,0.9333333333333333,0.023224990495213316,0.023224990495213316,0.0,False,True
4,15,13,2,"[[15,13,2]]_4",1.0,1.0,0.0,0.0,0.0,True,True
