q,n_codes,past_peak_pct,Cp_zero_pct,Cp_pos_pct,Cp_neg_pct,D_zero_pct,D_neg_pct,D_pos_pct,D_min,D_max,Cp_zero_all_delta1,D_zero_all_uniform,D_pos_all_past_peak
2,384,89.32291666666666,33.33333333333333,65.36458333333334,1.3020833333333335,38.54166666666667,13.541666666666666,47.91666666666667,-0.09194218300574675,0.027965502411922527,1.0,1.0,1.0
3,249,67.8714859437751,39.75903614457831,60.24096385542169,0.0,50.602409638554214,28.915662650602407,20.481927710843372,-0.014212179128567759,0.01410024272276178,1.0,1.0,1.0
4,236,76.27118644067797,41.94915254237288,56.779661016949156,1.2711864406779663,55.08474576271186,24.152542372881356,20.76271186440678,-0.017546011931574235,0.006915904602132983,1.0,1.0,1.0
5,245,64.48979591836735,40.40816326530612,59.183673469387756,0.40816326530612246,70.20408163265306,10.612244897959183,19.183673469387756,-0.006056549884637885,0.004050329258943219,1.0,1.0,1.0
7,353,41.359773371104815,28.04532577903683,66.57223796033995,5.382436260623229,86.40226628895185,9.91501416430595,3.6827195467422094,-0.0029786569564600462,0.0006704854069553567,1.0,1.0,1.0
8,442,30.316742081447963,22.39819004524887,73.98190045248869,3.619909502262444,92.3076923076923,7.6923076923076925,0.0,-0.001998793244096131,0.0,1.0,1.0,
