Stage-1 undetected error set U_3
size = 11186   (weights 1/2/3/4 = 14/119/1148/9905)
  E22     = XYZIIIIIIIIIII
  E23     = YYZIIIIIIIIIII
  E24     = ZYZIIIIIIIIIII
  E25     = XZZIIIIIIIIIII
  E26     = YZZIIIIIIIIIII
  E27     = ZZZIIIIIIIIIII
  E28     = XXIXIIIIIIIIII
  E29     = YXIXIIIIIIIIII
  E30     = ZXIXIIIIIIIIII
  E31     = XYIXIIIIIIIIII
  E32     = YYIXIIIIIIIIII
  E33     = ZYIXIIIIIIIIII
  E34     = XZIXIIIIIIIIII
  E35     = YZIXIIIIIIIIII
  E36     = ZZIXIIIIIIIIII
  E37     = XXIYIIIIIIIIII
  E38     = YXIYIIIIIIIIII
  E39     = ZXIYIIIIIIIIII
  E40     = XYIYIIIIIIIIII
  E41     = YYIYIIIIIIIIII
  E42     = ZYIYIIIIIIIIII
  E43     = XZIYIIIIIIIIII
  E44     = YZIYIIIIIIIIII
  E45     = ZZIYIIIIIIIIII
  E46     = XXIZIIIIIIIIII
  E47     = YXIZIIIIIIIIII
  E48     = ZXIZIIIIIIIIII
  E49     = XYIZIIIIIIIIII
  E50     = YYIZIIIIIIIIII
  E51     = ZYIZIIIIIIIIII
  E52     = XZIZIIIIIIIIII
  E53     = YZIZIIIIIIIIII
  E54     = ZZIZIIIIIIIIII
  E55     = XXIIXIIIIIIIII
  E56     = YXIIXIIIIIIIII
  E57     = ZXIIXIIIIIIIII
  E58     = XYIIXIIIIIIIII
  E59     = YYIIXIIIIIIIII
  E60     = ZYIIXIIIIIIIII
  E61     = XZIIXIIIIIIIII
  E62     = YZIIXIIIIIIIII
  E63     = ZZIIXIIIIIIIII
  E64     = XXIIIXIIIIIIII
  E65     = YXIIIXIIIIIIII
  E66     = ZXIIIXIIIIIIII
  E67     = XYIIIXIIIIIIII
  E68     = YYIIIXIIIIIIII
  E69     = ZYIIIXIIIIIIII
  E70     = XZIIIXIIIIIIII
  E71     = YZIIIXIIIIIIII
  E72     = ZZIIIXIIIIIIII
  E73     = XIXXIIIIIIIIII
  E74     = YIXXIIIIIIIIII
  E75     = ZIXXIIIIIIIIII
  E76     = XIYXIIIIIIIIII
  E77     = YIYXIIIIIIIIII
  E78     = ZIYXIIIIIIIIII
  E79     = XIZXIIIIIIIIII
  E80     = YIZXIIIIIIIIII
  E81     = ZIZXIIIIIIIIII
  E82     = XIXYIIIIIIIIII
  E83     = YIXYIIIIIIIIII
  E84     = ZIXYIIIIIIIIII
  E85     = XIYYIIIIIIIIII
  E86     = YIYYIIIIIIIIII
  E87     = ZIYYIIIIIIIIII
  E88     = XIZYIIIIIIIIII
  E89     = YIZYIIIIIIIIII
  E90     = ZIZYIIIIIIIIII
  E91     = XIXZIIIIIIIIII
  E92     = YIXZIIIIIIIIII
  E93     = ZIXZIIIIIIIIII
  E94     = XIYZIIIIIIIIII
  E95     = YIYZIIIIIIIIII
  E96     = ZIYZIIIIIIIIII
  E97     = XIZZIIIIIIIIII
  E98     = YIZZIIIIIIIIII
  E99     = ZIZZIIIIIIIIII
  E100    = XIXIXIIIIIIIII
  E101    = YIXIXIIIIIIIII
  E102    = ZIXIXIIIIIIIII
  E103    = XIYIXIIIIIIIII
  E104    = YIYIXIIIIIIIII
  E105    = ZIYIXIIIIIIIII
  E106    = XIZIXIIIIIIIII
  E107    = YIZIXIIIIIIIII
  E108    = ZIZIXIIIIIIIII
  E109    = XIXIIXIIIIIIII
  E110    = YIXIIXIIIIIIII
  E111    = ZIXIIXIIIIIIII
  E112    = XIYIIXIIIIIIII
  E113    = YIYIIXIIIIIIII
  E114    = ZIYIIXIIIIIIII
  E115    = XIZIIXIIIIIIII
  E116    = YIZIIXIIIIIIII
  E117    = ZIZIIXIIIIIIII
  E118    = XIIXXIIIIIIIII
  E119    = YIIXXIIIIIIIII
  E120    = ZIIXXIIIIIIIII
  E121    = XIIYXIIIIIIIII
  E122    = YIIYXIIIIIIIII
  E123    = ZIIYXIIIIIIIII
  E124    = XIIZXIIIIIIIII
  E125    = YIIZXIIIIIIIII
  E126    = ZIIZXIIIIIIIII
  E127    = XIIXIXIIIIIIII
  E128    = YIIXIXIIIIIIII
  E129    = ZIIXIXIIIIIIII
  E130    = XIIYIXIIIIIIII
  E131    = YIIYIXIIIIIIII
  E132    = ZIIYIXIIIIIIII
  E133    = XIIZIXIIIIIIII
  E134    = YIIZIXIIIIIIII
  E135    = ZIIZIXIIIIIIII
  E136    = XIIIXXIIIIIIII
  E137    = YIIIXXIIIIIIII
  E138    = ZIIIXXIIIIIIII
  E139    = XIIIYIYIIIIIII
  E140    = YIIIYIYIIIIIII
  E141    = ZIIIYIYIIIIIII
  E142    = XIIIZIYIIIIIII
  E143    = YIIIZIYIIIIIII
  E144    = ZIIIZIYIIIIIII
  E145    = XIIIYIIIIIIZII
  E146    = YIIIYIIIIIIZII
  E147    = ZIIIYIIIIIIZII
  E148    = XIIIZIIIIIIZII
  E149    = YIIIZIIIIIIZII
  E150    = ZIIIZIIIIIIZII
  E151    = XIIIIYIIIIIIYI
  E152    = YIIIIYIIIIIIYI
  E153    = ZIIIIYIIIIIIYI
  E154    = XIIIIZIIIIIIYI
  E155    = YIIIIZIIIIIIYI
  E156    = ZIIIIZIIIIIIYI
  E157    = XIIIIYIIIIIIIY
  E158    = YIIIIYIIIIIIIY
  E159    = ZIIIIYIIIIIIIY
  E160    = XIIIIZIIIIIIIY
  E161    = YIIIIZIIIIIIIY
  E162    = ZIIIIZIIIIIIIY
  E163    = XIIIIIZZIIIIII
  E164    = YIIIIIZZIIIIII
  E165    = ZIIIIIZZIIIIII
  E166    = XIIIIIZIZIIIII
  E167    = YIIIIIZIZIIIII
  E168    = ZIIIIIZIZIIIII
  E169    = XIIIIIXIIZIIII
  E170    = YIIIIIXIIZIIII
  E171    = ZIIIIIXIIZIIII
  E172    = XIIIIIXIIIZIII
  E173    = YIIIIIXIIIZIII
  E174    = ZIIIIIXIIIZIII
  E175    = XIIIIIYIIIIZII
  E176    = YIIIIIYIIIIZII
  E177    = ZIIIIIYIIIIZII
  E178    = XIIIIIXIIIIIZI
  E179    = YIIIIIXIIIIIZI
  E180    = ZIIIIIXIIIIIZI
  E181    = XIIIIIZIIIIIIZ
  E182    = YIIIIIZIIIIIIZ
  E183    = ZIIIIIZIIIIIIZ
  E184    = XIIIIIIXXIIIII
  E185    = YIIIIIIXXIIIII
  E186    = ZIIIIIIXXIIIII
  E187    = XIIIIIIYYIIIII
  E188    = YIIIIIIYYIIIII
  E189    = ZIIIIIIYYIIIII
  E190    = XIIIIIIZZIIIII
  E191    = YIIIIIIZZIIIII
  E192    = ZIIIIIIZZIIIII
  E193    = XIIIIIIXIXIIII
  E194    = YIIIIIIXIXIIII
  E195    = ZIIIIIIXIXIIII
  E196    = XIIIIIIXIIXIII
  E197    = YIIIIIIXIIXIII
  E198    = ZIIIIIIXIIXIII
  E199    = XIIIIIIYIIIXII
  E200    = YIIIIIIYIIIXII
  E201    = ZIIIIIIYIIIXII
  E202    = XIIIIIIYIIIIXI
  E203    = YIIIIIIYIIIIXI
  E204    = ZIIIIIIYIIIIXI
  E205    = XIIIIIIZIIIIIZ
  E206    = YIIIIIIZIIIIIZ
  E207    = ZIIIIIIZIIIIIZ
  E208    = XIIIIIIIXXIIII
  E209    = YIIIIIIIXXIIII
  E210    = ZIIIIIIIXXIIII
  E211    = XIIIIIIIXIXIII
  E212    = YIIIIIIIXIXIII
  E213    = ZIIIIIIIXIXIII
  E214    = XIIIIIIIYIIXII
  E215    = YIIIIIIIYIIXII
  E216    = ZIIIIIIIYIIXII
  E217    = XIIIIIIIYIIIXI
  E218    = YIIIIIIIYIIIXI
  E219    = ZIIIIIIIYIIIXI
  E220    = XIIIIIIIZIIIIZ
  E221    = YIIIIIIIZIIIIZ
  E222    = ZIIIIIIIZIIIIZ
  E223    = XIIIIIIIIXXIII
  E224    = YIIIIIIIIXXIII
  E225    = ZIIIIIIIIXXIII
  E226    = XIIIIIIIIYYIII
  E227    = YIIIIIIIIYYIII
  E228    = ZIIIIIIIIYYIII
  E229    = XIIIIIIIIZZIII
  E230    = YIIIIIIIIZZIII
  E231    = ZIIIIIIIIZZIII
  E232    = XIIIIIIIIYIYII
  E233    = YIIIIIIIIYIYII
  E234    = ZIIIIIIIIYIYII
  E235    = XIIIIIIIIZIIZI
  E236    = YIIIIIIIIZIIZI
  E237    = ZIIIIIIIIZIIZI
  E238    = XIIIIIIIIYIIIX
  E239    = YIIIIIIIIYIIIX
  E240    = ZIIIIIIIIYIIIX
  E241    = XIIIIIIIIIYYII
  E242    = YIIIIIIIIIYYII
  E243    = ZIIIIIIIIIYYII
  E244    = XIIIIIIIIIZIZI
  E245    = YIIIIIIIIIZIZI
  E246    = ZIIIIIIIIIZIZI
  E247    = XIIIIIIIIIYIIX
  E248    = YIIIIIIIIIYIIX
  E249    = ZIIIIIIIIIYIIX
  E250    = XIIIIIIIIIIXXI
  E251    = YIIIIIIIIIIXXI
  E252    = ZIIIIIIIIIIXXI
  E253    = XIIIIIIIIIIYIX
  E254    = YIIIIIIIIIIYIX
  E255    = ZIIIIIIIIIIYIX
  E256    = XIIIIIIIIIIIYY
  E257    = YIIIIIIIIIIIYY
  E258    = ZIIIIIIIIIIIYY
  E259    = IXXXIIIIIIIIII
  E260    = IYXXIIIIIIIIII
  E261    = IZXXIIIIIIIIII
  E262    = IXYXIIIIIIIIII
  E263    = IYYXIIIIIIIIII
  E264    = IZYXIIIIIIIIII
  E265    = IXZXIIIIIIIIII
  E266    = IYZXIIIIIIIIII
  E267    = IZZXIIIIIIIIII
  E268    = IXXYIIIIIIIIII
  E269    = IYXYIIIIIIIIII
  E270    = IZXYIIIIIIIIII
  E271    = IXYYIIIIIIIIII
  E272    = IYYYIIIIIIIIII
  E273    = IZYYIIIIIIIIII
  E274    = IXZYIIIIIIIIII
  E275    = IYZYIIIIIIIIII
  E276    = IZZYIIIIIIIIII
  E277    = IXXZIIIIIIIIII
  E278    = IYXZIIIIIIIIII
  E279    = IZXZIIIIIIIIII
  E280    = IXYZIIIIIIIIII
  E281    = IYYZIIIIIIIIII
  E282    = IZYZIIIIIIIIII
  E283    = IXZZIIIIIIIIII
  E284    = IYZZIIIIIIIIII
  E285    = IZZZIIIIIIIIII
  E286    = IXXIXIIIIIIIII
  E287    = IYXIXIIIIIIIII
  E288    = IZXIXIIIIIIIII
  E289    = IXYIXIIIIIIIII
  E290    = IYYIXIIIIIIIII
  E291    = IZYIXIIIIIIIII
  E292    = IXZIXIIIIIIIII
  E293    = IYZIXIIIIIIIII
  E294    = IZZIXIIIIIIIII
  E295    = IXXIIXIIIIIIII
  E296    = IYXIIXIIIIIIII
  E297    = IZXIIXIIIIIIII
  E298    = IXYIIXIIIIIIII
  E299    = IYYIIXIIIIIIII
  E300    = IZYIIXIIIIIIII
  E301    = IXZIIXIIIIIIII
  E302    = IYZIIXIIIIIIII
  E303    = IZZIIXIIIIIIII
  E304    = IXIXXIIIIIIIII
  E305    = IYIXXIIIIIIIII
  E306    = IZIXXIIIIIIIII
  E307    = IXIYXIIIIIIIII
  E308    = IYIYXIIIIIIIII
  E309    = IZIYXIIIIIIIII
  E310    = IXIZXIIIIIIIII
  E311    = IYIZXIIIIIIIII
  E312    = IZIZXIIIIIIIII
  E313    = IXIXIXIIIIIIII
  E314    = IYIXIXIIIIIIII
  E315    = IZIXIXIIIIIIII
  E316    = IXIYIXIIIIIIII
  E317    = IYIYIXIIIIIIII
  E318    = IZIYIXIIIIIIII
  E319    = IXIZIXIIIIIIII
  E320    = IYIZIXIIIIIIII
  E321    = IZIZIXIIIIIIII
  E322    = IXIIXXIIIIIIII
  E323    = IYIIXXIIIIIIII
  E324    = IZIIXXIIIIIIII
  E325    = IXIIYIYIIIIIII
  E326    = IYIIYIYIIIIIII
  E327    = IZIIYIYIIIIIII
  E328    = IXIIZIYIIIIIII
  E329    = IYIIZIYIIIIIII
  E330    = IZIIZIYIIIIIII
  E331    = IXIIYIIIIIIZII
  E332    = IYIIYIIIIIIZII
  E333    = IZIIYIIIIIIZII
  E334    = IXIIZIIIIIIZII
  E335    = IYIIZIIIIIIZII
  E336    = IZIIZIIIIIIZII
  E337    = IXIIIYIIIIIIYI
  E338    = IYIIIYIIIIIIYI
  E339    = IZIIIYIIIIIIYI
  E340    = IXIIIZIIIIIIYI
  E341    = IYIIIZIIIIIIYI
  E342    = IZIIIZIIIIIIYI
  E343    = IXIIIYIIIIIIIY
  E344    = IYIIIYIIIIIIIY
  E345    = IZIIIYIIIIIIIY
  E346    = IXIIIZIIIIIIIY
  E347    = IYIIIZIIIIIIIY
  E348    = IZIIIZIIIIIIIY
  E349    = IXIIIIZZIIIIII
  E350    = IYIIIIZZIIIIII
  E351    = IZIIIIZZIIIIII
  E352    = IXIIIIZIZIIIII
  E353    = IYIIIIZIZIIIII
  E354    = IZIIIIZIZIIIII
  E355    = IXIIIIXIIZIIII
  E356    = IYIIIIXIIZIIII
  E357    = IZIIIIXIIZIIII
  E358    = IXIIIIXIIIZIII
  E359    = IYIIIIXIIIZIII
  E360    = IZIIIIXIIIZIII
  E361    = IXIIIIYIIIIZII
  E362    = IYIIIIYIIIIZII
  E363    = IZIIIIYIIIIZII
  E364    = IXIIIIXIIIIIZI
  E365    = IYIIIIXIIIIIZI
  E366    = IZIIIIXIIIIIZI
  E367    = IXIIIIZIIIIIIZ
  E368    = IYIIIIZIIIIIIZ
  E369    = IZIIIIZIIIIIIZ
  E370    = IXIIIIIXXIIIII
  E371    = IYIIIIIXXIIIII
  E372    = IZIIIIIXXIIIII
  E373    = IXIIIIIYYIIIII
  E374    = IYIIIIIYYIIIII
  E375    = IZIIIIIYYIIIII
  E376    = IXIIIIIZZIIIII
  E377    = IYIIIIIZZIIIII
  E378    = IZIIIIIZZIIIII
  E379    = IXIIIIIXIXIIII
  E380    = IYIIIIIXIXIIII
  E381    = IZIIIIIXIXIIII
  E382    = IXIIIIIXIIXIII
  E383    = IYIIIIIXIIXIII
  E384    = IZIIIIIXIIXIII
  E385    = IXIIIIIYIIIXII
  E386    = IYIIIIIYIIIXII
  E387    = IZIIIIIYIIIXII
  E388    = IXIIIIIYIIIIXI
  E389    = IYIIIIIYIIIIXI
  E390    = IZIIIIIYIIIIXI
  E391    = IXIIIIIZIIIIIZ
  E392    = IYIIIIIZIIIIIZ
  E393    = IZIIIIIZIIIIIZ
  E394    = IXIIIIIIXXIIII
  E395    = IYIIIIIIXXIIII
  E396    = IZIIIIIIXXIIII
  E397    = IXIIIIIIXIXIII
  E398    = IYIIIIIIXIXIII
  E399    = IZIIIIIIXIXIII
  E400    = IXIIIIIIYIIXII
  E401    = IYIIIIIIYIIXII
  E402    = IZIIIIIIYIIXII
  E403    = IXIIIIIIYIIIXI
  E404    = IYIIIIIIYIIIXI
  E405    = IZIIIIIIYIIIXI
  E406    = IXIIIIIIZIIIIZ
  E407    = IYIIIIIIZIIIIZ
  E408    = IZIIIIIIZIIIIZ
  E409    = IXIIIIIIIXXIII
  E410    = IYIIIIIIIXXIII
  E411    = IZIIIIIIIXXIII
  E412    = IXIIIIIIIYYIII
  E413    = IYIIIIIIIYYIII
  E414    = IZIIIIIIIYYIII
  E415    = IXIIIIIIIZZIII
  E416    = IYIIIIIIIZZIII
  E417    = IZIIIIIIIZZIII
  E418    = IXIIIIIIIYIYII
  E419    = IYIIIIIIIYIYII
  E420    = IZIIIIIIIYIYII
  E421    = IXIIIIIIIZIIZI
  E422    = IYIIIIIIIZIIZI
  E423    = IZIIIIIIIZIIZI
  E424    = IXIIIIIIIYIIIX
  E425    = IYIIIIIIIYIIIX
  E426    = IZIIIIIIIYIIIX
  E427    = IXIIIIIIIIYYII
  E428    = IYIIIIIIIIYYII
  E429    = IZIIIIIIIIYYII
  E430    = IXIIIIIIIIZIZI
  E431    = IYIIIIIIIIZIZI
  E432    = IZIIIIIIIIZIZI
  E433    = IXIIIIIIIIYIIX
  E434    = IYIIIIIIIIYIIX
  E435    = IZIIIIIIIIYIIX
  E436    = IXIIIIIIIIIXXI
  E437    = IYIIIIIIIIIXXI
  E438    = IZIIIIIIIIIXXI
  E439    = IXIIIIIIIIIYIX
  E440    = IYIIIIIIIIIYIX
  E441    = IZIIIIIIIIIYIX
  E442    = IXIIIIIIIIIIYY
  E443    = IYIIIIIIIIIIYY
  E444    = IZIIIIIIIIIIYY
  E445    = IIXXXIIIIIIIII
  E446    = IIYXXIIIIIIIII
  E447    = IIZXXIIIIIIIII
  E448    = IIXYXIIIIIIIII
  E449    = IIYYXIIIIIIIII
  E450    = IIZYXIIIIIIIII
  E451    = IIXZXIIIIIIIII
  E452    = IIYZXIIIIIIIII
  E453    = IIZZXIIIIIIIII
  E454    = IIXXIXIIIIIIII
  E455    = IIYXIXIIIIIIII
  E456    = IIZXIXIIIIIIII
  E457    = IIXYIXIIIIIIII
  E458    = IIYYIXIIIIIIII
  E459    = IIZYIXIIIIIIII
  E460    = IIXZIXIIIIIIII
  E461    = IIYZIXIIIIIIII
  E462    = IIZZIXIIIIIIII
  E463    = IIXIXXIIIIIIII
  E464    = IIYIXXIIIIIIII
  E465    = IIZIXXIIIIIIII
  E466    = IIXIYIYIIIIIII
  E467    = IIYIYIYIIIIIII
  E468    = IIZIYIYIIIIIII
  E469    = IIXIZIYIIIIIII
  E470    = IIYIZIYIIIIIII
  E471    = IIZIZIYIIIIIII
  E472    = IIXIYIIIIIIZII
  E473    = IIYIYIIIIIIZII
  E474    = IIZIYIIIIIIZII
  E475    = IIXIZIIIIIIZII
  E476    = IIYIZIIIIIIZII
  E477    = IIZIZIIIIIIZII
  E478    = IIXIIYIIIIIIYI
  E479    = IIYIIYIIIIIIYI
  E480    = IIZIIYIIIIIIYI
  E481    = IIXIIZIIIIIIYI
  E482    = IIYIIZIIIIIIYI
  E483    = IIZIIZIIIIIIYI
  E484    = IIXIIYIIIIIIIY
  E485    = IIYIIYIIIIIIIY
  E486    = IIZIIYIIIIIIIY
  E487    = IIXIIZIIIIIIIY
  E488    = IIYIIZIIIIIIIY
  E489    = IIZIIZIIIIIIIY
  E490    = IIXIIIZZIIIIII
  E491    = IIYIIIZZIIIIII
  E492    = IIZIIIZZIIIIII
  E493    = IIXIIIZIZIIIII
  E494    = IIYIIIZIZIIIII
  E495    = IIZIIIZIZIIIII
  E496    = IIXIIIXIIZIIII
  E497    = IIYIIIXIIZIIII
  E498    = IIZIIIXIIZIIII
  E499    = IIXIIIXIIIZIII
  E500    = IIYIIIXIIIZIII
  E501    = IIZIIIXIIIZIII
  E502    = IIXIIIYIIIIZII
  E503    = IIYIIIYIIIIZII
  E504    = IIZIIIYIIIIZII
  E505    = IIXIIIXIIIIIZI
  E506    = IIYIIIXIIIIIZI
  E507    = IIZIIIXIIIIIZI
  E508    = IIXIIIZIIIIIIZ
  E509    = IIYIIIZIIIIIIZ
  E510    = IIZIIIZIIIIIIZ
  E511    = IIXIIIIXXIIIII
  E512    = IIYIIIIXXIIIII
  E513    = IIZIIIIXXIIIII
  E514    = IIXIIIIYYIIIII
  E515    = IIYIIIIYYIIIII
  E516    = IIZIIIIYYIIIII
  E517    = IIXIIIIZZIIIII
  E518    = IIYIIIIZZIIIII
  E519    = IIZIIIIZZIIIII
  E520    = IIXIIIIXIXIIII
  E521    = IIYIIIIXIXIIII
  E522    = IIZIIIIXIXIIII
  E523    = IIXIIIIXIIXIII
  E524    = IIYIIIIXIIXIII
  E525    = IIZIIIIXIIXIII
  E526    = IIXIIIIYIIIXII
  E527    = IIYIIIIYIIIXII
  E528    = IIZIIIIYIIIXII
  E529    = IIXIIIIYIIIIXI
  E530    = IIYIIIIYIIIIXI
  E531    = IIZIIIIYIIIIXI
  E532    = IIXIIIIZIIIIIZ
  E533    = IIYIIIIZIIIIIZ
  E534    = IIZIIIIZIIIIIZ
  E535    = IIXIIIIIXXIIII
  E536    = IIYIIIIIXXIIII
  E537    = IIZIIIIIXXIIII
  E538    = IIXIIIIIXIXIII
  E539    = IIYIIIIIXIXIII
  E540    = IIZIIIIIXIXIII
  E541    = IIXIIIIIYIIXII
  E542    = IIYIIIIIYIIXII
  E543    = IIZIIIIIYIIXII
  E544    = IIXIIIIIYIIIXI
  E545    = IIYIIIIIYIIIXI
  E546    = IIZIIIIIYIIIXI
  E547    = IIXIIIIIZIIIIZ
  E548    = IIYIIIIIZIIIIZ
  E549    = IIZIIIIIZIIIIZ
  E550    = IIXIIIIIIXXIII
  E551    = IIYIIIIIIXXIII
  E552    = IIZIIIIIIXXIII
  E553    = IIXIIIIIIYYIII
  E554    = IIYIIIIIIYYIII
  E555    = IIZIIIIIIYYIII
  E556    = IIXIIIIIIZZIII
  E557    = IIYIIIIIIZZIII
  E558    = IIZIIIIIIZZIII
  E559    = IIXIIIIIIYIYII
  E560    = IIYIIIIIIYIYII
  E561    = IIZIIIIIIYIYII
  E562    = IIXIIIIIIZIIZI
  E563    = IIYIIIIIIZIIZI
  E564    = IIZIIIIIIZIIZI
  E565    = IIXIIIIIIYIIIX
  E566    = IIYIIIIIIYIIIX
  E567    = IIZIIIIIIYIIIX
  E568    = IIXIIIIIIIYYII
  E569    = IIYIIIIIIIYYII
  E570    = IIZIIIIIIIYYII
  E571    = IIXIIIIIIIZIZI
  E572    = IIYIIIIIIIZIZI
  E573    = IIZIIIIIIIZIZI
  E574    = IIXIIIIIIIYIIX
  E575    = IIYIIIIIIIYIIX
  E576    = IIZIIIIIIIYIIX
  E577    = IIXIIIIIIIIXXI
  E578    = IIYIIIIIIIIXXI
  E579    = IIZIIIIIIIIXXI
  E580    = IIXIIIIIIIIYIX
  E581    = IIYIIIIIIIIYIX
  E582    = IIZIIIIIIIIYIX
